category,songid,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Hip-Hop,5Rkg2HQJjPM1VWDNJNS7fE,48,0.775,0.522,6,-5.629,0.0467,0.0915,0,0.0783,0.447,85.016
Hip-Hop,44BgLFzaZ09it1ugjIOJBE,58,0.824,0.656,1,-7.176,0.236,0.0402,0,0.0788,0.521,92.507
Hip-Hop,4akCwzFRS8Syu5uFy7L1sG,61,0.654,0.637,10,-6.915,0.293,0.158,1.30E-05,0.338,0.36,81.947
Hip-Hop,7MCNnnmwm7TXMh7xyNGohi,62,0.933,0.664,1,-11.281,0.311,0.00471,0,0.0908,0.617,128.467
Hip-Hop,3uDqWDYpdWRmLrKUavldAw,46,0.484,0.456,1,-9.057,0.292,0.551,0,0.144,0.0736,157.21
Hip-Hop,73jSeqBx0iEL7Hqtcp4UTY,38,0.867,0.496,0,-11.415,0.45,0.225,0,0.305,0.265,93.97
Hip-Hop,7Mg8s1lB95wfsCM64y6CHf,59,0.647,0.369,4,-11.049,0.0356,0.178,0.0283,0.167,0.3,130.03
Hip-Hop,2GU5I7OQ8PtkLScEjTmcok,56,0.881,0.663,8,-6.064,0.233,0.0219,2.00E-06,0.0927,0.72,151.034
Hip-Hop,33z5crv3IO5U2BOi8xod92,80,0.814,0.635,7,-6.609,0.0809,0.0935,0,0.0892,0.776,87.581
Hip-Hop,57IRaiAB4hBZu3gnNVZC0v,74,0.658,0.736,9,-6.097,0.308,0.113,0,0.0978,0.807,143.966
Hip-Hop,7vpMQ2vmU6O2qFG7aNKwiL,66,0.654,0.439,9,-7.114,0.263,0.152,1.10E-05,0.111,0.512,111.358
Hip-Hop,72ckkRGaSfNFNnrjrYc6oB,55,0.7,0.757,7,-7.819,0.249,0.65,0.00148,0.0938,0.681,83.443
Hip-Hop,2nfNhYzN0jiF2QccVW76d6,64,0.762,0.511,5,-8.177,0.452,0.355,0,0.0935,0.783,149.987
Hip-Hop,32zhF8yXc1lej5EcudJXp7,75,0.775,0.559,2,-8.149,0.0474,0.0102,0,0.116,0.489,129.014
Hip-Hop,0XGIUAzZeQ91PtkAQz4FVK,52,0.748,0.609,10,-6.843,0.0396,0.0144,0,0.361,0.502,106.051
Hip-Hop,5yh4dDc9An3pcOhWMRGIok,44,0.629,0.711,1,-7.612,0.44,0.0847,0,0.171,0.255,140.355
Hip-Hop,0FVNtH31j9ToHycO6I6Ari,67,0.843,0.456,3,-10.541,0.23,0.535,0.00105,0.0624,0.34,132.04
Hip-Hop,7iNbVcdcfrm4ulauq0pTzo,62,0.812,0.402,1,-6.594,0.0697,0.0414,0,0.0998,0.259,85.044
Hip-Hop,1t02vzlvcWhaGNRTSza00M,51,0.676,0.477,4,-7.85,0.254,0.128,2.20E-05,0.132,0.27,84.973
Hip-Hop,33rsCCLHklTQav9klbpnAi,63,0.594,0.785,6,-7.598,0.461,0.356,2.20E-05,0.139,0.397,171.755
Hip-Hop,4rICUbwZZuqUOcgQgtux2k,51,0.369,0.586,3,-11.939,0.243,0.155,0,0.223,0.477,177.555
Hip-Hop,3ow6vOW8nNnG58Uvpq8q19,37,0.665,0.761,10,-5.842,0.0985,0.264,3.00E-06,0.0914,0.494,105.054
Hip-Hop,5hKM7FDFh0zHMd82bdvGY0,42,0.46,0.342,2,-8.643,0.0376,0.679,0,0.146,0.423,139.529
Hip-Hop,3U8Ev1gISsx6O1uwpsttOD,70,0.731,0.624,6,-5.761,0.311,0.045,3.40E-05,0.305,0.521,140.131
Hip-Hop,2oTDOIAdsxPTE7yAp4YOcv,71,0.854,0.71,4,-6.32,0.0793,0.0113,8.70E-05,0.166,0.83,106.894
Hip-Hop,0rSVWYKiBkirydeEyFevAn,71,0.577,0.642,7,-8.8,0.202,0.125,0,0.117,0.376,139.933
Hip-Hop,2GoOioZVtOF1iMYfnzkreg,52,0.645,0.936,1,-4.165,0.281,0.046,3.00E-06,0.285,0.542,175.988
Hip-Hop,4UDDBs5xjjm6oALxw9S9xx,39,0.852,0.358,11,-16.183,0.334,0.0255,0.000239,0.116,0.298,79.338
Hip-Hop,5nanpmKTRDPYXYOr5zsWLc,29,0.801,0.49,10,-7.321,0.303,0.115,0,0.105,0.132,127.897
Hip-Hop,2FRIDwD298XScjdvoKSG3s,46,0.51,0.843,6,-4.958,0.391,0.196,0.135,0.569,0.836,83.355
Hip-Hop,331OBq6Xu3D3tPldDlLCRL,48,0.904,0.557,1,-6.717,0.34,0.133,0.00261,0.0926,0.821,90.844
Hip-Hop,4itvqo1wn4UmFqv94efCSX,50,0.793,0.552,5,-8.927,0.121,0.0971,1.20E-05,0.114,0.479,133.908
Hip-Hop,4TEHRuLkEYD2Te0HkEibvP,51,0.575,0.466,6,-11.395,0.174,0.398,0.000194,0.0598,0.497,111.852
Hip-Hop,1Z4mVNtYGnpjHUoZVo3IMU,52,0.891,0.319,4,-16.099,0.333,0.0933,0.000104,0.0482,0.681,92.649
Hip-Hop,5PR09nMAHAOOklMQMJchch,58,0.881,0.564,2,-5.239,0.232,0.00138,0,0.0983,0.36,100.032
Hip-Hop,6SI4JD7iyQ0rrudhCNtMv0,59,0.683,0.902,1,-7.389,0.291,0.219,0.000761,0.226,0.708,90.447
Hip-Hop,4uoi8whE6HMdnmwPMcb6Ql,65,0.617,0.666,1,-8.427,0.346,0.0836,0,0.108,0.422,140.58
Hip-Hop,3SgMpo7er1ezHJopcsjKC1,39,0.794,0.756,1,-6.997,0.167,0.702,0,0.191,0.62,119.896
Hip-Hop,1W7zkKgRv9mrLbfdQ8XyH3,76,0.439,0.447,10,-8.318,0.0436,0.111,0,0.303,0.111,121.48
Hip-Hop,5t5LlhBKPHhCgHV7w7Zoi8,70,0.57,0.653,0,-8.479,0.152,0.0191,1.00E-06,0.133,0.213,96.035
Hip-Hop,0Eqm7hD828cATBLUx2fJox,67,0.743,0.679,10,-8.295,0.286,0.0757,0,0.347,0.618,147.752
Hip-Hop,5tFep7dXGd7vEJ668wTPux,82,0.85,0.405,7,-7.509,0.225,0.119,0.000118,0.0707,0.337,139.976
Hip-Hop,7ijdekmtTwdTQzBIjuU5yg,57,0.817,0.53,8,-6.251,0.133,0.0713,0,0.204,0.428,135.995
Hip-Hop,6yMxfx9wpiuhhdb8vHDVMu,79,0.519,0.57,1,-7.366,0.202,0.0254,0,0.0821,0.303,164.155
Hip-Hop,5GoGjEsPvr0McJQiGGCnws,64,0.77,0.676,2,-6.57,0.226,0.0486,0.0273,0.336,0.547,178.012
Hip-Hop,5WPXnJulBVflChZ8qIe91d,59,0.704,0.534,8,-7.028,0.276,0.0243,0,0.0824,0.189,104.99
Hip-Hop,1EbWiEra7ovNsMq3DeLSDy,67,0.63,0.608,1,-7.273,0.225,0.338,0.000288,0.665,0.402,99.948
Hip-Hop,75UFzgBCaVwJJ4IVIaatpe,72,0.747,0.434,6,-8.3,0.0828,0.426,0.000405,0.108,0.309,127.052
Hip-Hop,52xtye9ekmwY1V7qu9kIUz,36,0.844,0.742,9,-5.804,0.22,0.00582,0,0.0677,0.809,96.995
Hip-Hop,4cG6KX0GCLO4vrPZn2awwA,49,0.948,0.384,1,-10.815,0.0934,0.00415,0,0.143,0.5,130.029
Hip-Hop,6sHeshKZ58cV5mjC5m3mW8,47,0.873,0.662,9,-4.492,0.19,0.123,0,0.119,0.542,115.045
Hip-Hop,2nBI3iWLhupR7LyAJ5GGkE,76,0.695,0.777,6,-2.452,0.0817,0.0661,0,0.874,0.373,135.01
Hip-Hop,7L6lTJiQ81wqG0xNPYgncV,32,0.499,0.358,5,-12.282,0.0644,0.546,0,0.306,0.947,205.161
Hip-Hop,2I9foKseoFQh07p6sD2voE,65,0.574,0.841,11,-2.92,0.43,0.0153,0.000797,0.121,0.396,108.095
Hip-Hop,6rMxXLAPAfhoHLFTu6dLN4,57,0.823,0.702,2,-6.999,0.255,0.0288,0,0.178,0.648,145.912
Hip-Hop,0l9DU2cFvSjuVsMt3Dqja8,41,0.649,0.748,7,-6.276,0.042,0.0206,6.50E-05,0.246,0.341,104.028
Hip-Hop,3Rk4zJZHhpJguxMFgEmVHo,52,0.702,0.785,7,-6.842,0.744,0.321,0,0.0682,0.66,132.857
Hip-Hop,26bagHWcawT0HA0TkUbG2a,74,0.841,0.665,1,-6.568,0.271,0.221,0,0.277,0.456,135.984
Hip-Hop,1NK4vPmUusmuT3lmLdQiXu,45,0.881,0.601,6,-8.509,0.193,0.649,4.00E-06,0.0788,0.452,107.087
Hip-Hop,7HJZi1A9UShB8Q0PDe24iC,43,0.835,0.412,10,-12.857,0.322,0.776,0.401,0.117,0.853,90.984
Hip-Hop,5gLJFqhjXwsxJdrugDIQDq,0,0.693,0.682,9,-6.131,0.331,0.0918,0,0.186,0.193,159.95
Hip-Hop,6v5UCCheCSlTvwrUgEALLx,52,0.546,0.63,1,-7.269,0.264,0.131,0,0.12,0.393,133.025
Hip-Hop,4xrBjUq18fvXK68DJEi5XM,48,0.655,0.749,10,-8.247,0.0538,0.297,7.00E-06,0.0933,0.48,87.617
Hip-Hop,1R8NSoED9ch8QYusC4oHl0,44,0.709,0.932,1,-3.381,0.338,0.0914,0,0.124,0.353,140.04
Hip-Hop,0IRKeryvhR4PhhDZGkgh7F,57,0.942,0.687,11,-7.545,0.253,0.033,1.90E-05,0.35,0.517,110.061
Hip-Hop,3KPnUcFpGRACqej95Tpl6u,8,0.661,0.887,2,-2.782,0.129,0.657,1.40E-05,0.462,0.81,89.977
Hip-Hop,6kOuf7XvnwkOKfzchphtqg,53,0.697,0.633,2,-7.1,0.145,0.38,0,0.0709,0.712,66.814
Hip-Hop,58MeeOMk6PMQxXWY9YCNPD,53,0.729,0.557,6,-11.264,0.243,0.651,0.000123,0.262,0.887,92.814
Hip-Hop,3gxsh0x1Cgrbkwf2V0Lw16,31,0.665,0.651,0,-4.922,0.304,0.21,0,0.0917,0.3,122.075
Hip-Hop,5p9gXGzFnhKgojb9IqtQRL,27,0.681,0.771,5,-6.598,0.153,0.443,0.00224,0.247,0.689,94.026
Hip-Hop,2bjwRfXMk4uRgOD9IBYl9h,83,0.924,0.444,1,-8.227,0.243,0.0143,0,0.26,0.323,136.088
Hip-Hop,6EElYDYyvvohMNDbYnrvn4,66,0.684,0.916,1,-3.857,0.43,0.169,1.60E-05,0.123,0.565,93.477
Hip-Hop,1wYZZtamWTQAoj8B812uKQ,71,0.375,0.822,0,-4.029,0.167,0.0716,0,0.0694,0.353,123.363
Hip-Hop,19dGE5BQNUbQF1YRGW8UBq,55,0.614,0.705,1,-4.186,0.28,0.0729,0,0.0693,0.254,140.782
Hip-Hop,1hMAj9vM5SYSMGWH4IKohs,54,0.739,0.508,1,-11.388,0.32,0.245,0,0.0921,0.386,135.03
Hip-Hop,0RPAj4IIL5vmqC44fGQWfY,63,0.887,0.474,3,-10.409,0.113,0.0251,0,0.0897,0.378,100.012
Hip-Hop,1z6WtY7X4HQJvzxC4UgkSf,78,0.652,0.748,0,-5.242,0.0887,0.0849,0,0.604,0.648,94.1
Hip-Hop,2XHzzp1j4IfTNp1FTn7YFg,64,0.676,0.628,8,-6.433,0.0329,0.0135,0,0.093,0.475,124.908
Hip-Hop,1GIN5Rjo1Z2FBrpy4VDuds,24,0.289,0.315,5,-12.04,0.0387,0.551,0.000182,0.565,0.282,176.074
Hip-Hop,6p8NuHm8uCGnn2Dtbtf7zE,90,0.92,0.674,1,-5.662,0.264,0.307,0,0.104,0.737,141.967
Hip-Hop,5zVOc0A598i0IG5TKVw45J,54,0.863,0.608,9,-7.539,0.0728,0.0403,0.21,0.11,0.866,105.034
Hip-Hop,3iajlDW8TWwAE3gWvPRTnI,57,0.725,0.737,4,-7.453,0.324,0.000633,0.00417,0.109,0.228,77.161
Hip-Hop,7GPstnufSTScEaw9dMxO9H,69,0.759,0.342,1,-9.044,0.0406,0.775,0,0.112,0.22,99.995
Hip-Hop,08X9m3tpcthgrItjPVAmCu,23,0.837,0.481,10,-8.522,0.0801,0.12,0,0.309,0.563,122.98
Hip-Hop,2T1UMJggiXFv52nGtoQbI7,35,0.563,0.386,10,-10.815,0.458,0.865,0,0.43,0.804,72.324
Hip-Hop,0d6Dczn03QqUAxQZgQOQfT,42,0.893,0.462,9,-8.493,0.441,0.00318,0,0.122,0.113,140.083
Hip-Hop,5GG3knKdxKWrNboRijxeKF,83,0.646,0.756,9,-9.017,0.487,0.393,3.20E-05,0.202,0.614,193.881
Hip-Hop,3NGT0Td7H4Is1qrlDQJxma,69,0.934,0.735,1,-6.668,0.251,0.031,9.00E-06,0.107,0.756,101.368
Hip-Hop,4I2q3kXYNdQxDe5YFSuARH,5,0.711,0.829,1,-5.101,0.258,0.0338,0,0.342,0.596,80.006
Hip-Hop,66QxjEqa0wX5dXe88xNHF5,48,0.678,0.559,1,-7.806,0.386,0.042,0,0.122,0.538,99.345
Hip-Hop,6aIksTUv50DDyBtTjYorSX,48,0.544,0.889,6,-1.969,0.572,0.498,1.30E-05,0.377,0.698,94.787
Hip-Hop,2vaMWMPMgsWX4fwJiKmdWm,80,0.717,0.753,7,-4.609,0.311,0.293,0,0.158,0.631,169.857
Hip-Hop,5PQmSHzWnlgG4EBuIqjac2,71,0.879,0.564,10,-7.682,0.247,0.0474,9.00E-06,0.0519,0.544,93.908
Hip-Hop,3rOSwuTsUlJp0Pu0MkN8r8,91,0.833,0.434,2,-8.795,0.431,0.0102,0.0219,0.165,0.286,150.062
Hip-Hop,1yy2DlSDtEt90d54rPDPXz,66,0.833,0.619,7,-5.595,0.0538,0.111,2.10E-05,0.159,0.905,109.92
Hip-Hop,0rG1NJ0xz0XpnSTk380CBH,48,0.757,0.231,0,-11.337,0.422,0.561,0,0.113,0.129,129.736
Hip-Hop,6UTPWiXVslPkkGMd1JggBY,52,0.706,0.889,10,-6.124,0.244,0.0113,0,0.708,0.646,140.879
Hip-Hop,6gBFPUFcJLzWGx4lenP6h2,91,0.841,0.728,7,-3.37,0.0484,0.0847,0,0.149,0.43,130.049
Hip-Hop,5tuPatWvMTHgX74CAOqKm9,62,0.88,0.697,4,-8.468,0.328,0.285,7.70E-05,0.0889,0.761,129.989
Hip-Hop,3aDScQFPX59ScU9ZtTTfoA,46,0.457,0.737,2,-7.425,0.329,0.189,0,0.391,0.395,149.115
Hip-Hop,6NAsYr5a1m5zYxzj2CdLBP,57,0.633,0.817,6,-8.952,0.337,0.212,0,0.0874,0.882,141.998
Hip-Hop,4Rzw1V7wPe3UPViHRRTBNw,48,0.807,0.663,6,-6.568,0.374,0.243,0,0.0886,0.488,99.958
Hip-Hop,4Ln4KAwk37peyCh2QpqYnP,75,0.876,0.443,6,-6.632,0.324,0.445,0,0.118,0.273,115.048
Hip-Hop,4kvGEhGovNNtq8VOPkP4wA,50,0.605,0.723,1,-10.462,0.107,0.0049,0.0829,0.265,0.303,195.889
Hip-Hop,2lUirvUhqfBqJzUvk4tLoK,8,0.792,0.82,7,-3.58,0.116,0.279,0.000403,0.25,0.797,82.363
Hip-Hop,0XQuWhRG7qD7OYHKsgt0BN,65,0.951,0.661,7,-2.678,0.0612,0.397,0,0.0686,0.918,104.997
Hip-Hop,3ldfGgw7IoLHbaqmspX3ME,78,0.633,0.658,4,-6.168,0.164,0.6,0,0.0926,0.512,113.951
Hip-Hop,0dF1TNANcXbNU0lDk12l5H,44,0.641,0.201,1,-8,0.0683,0.695,0.851,0.114,0.842,88.01
Hip-Hop,36p5BO8iQOfhGiQlfI6P7a,45,0.719,0.405,1,-9.734,0.378,0.0519,0,0.296,0.431,82.984
Hip-Hop,39hnH8WdPmNT3Q3yzwC9Rg,73,0.927,0.343,0,-9.371,0.547,0.0411,0,0.136,0.391,93.018
Hip-Hop,4UwtMoKBvYi0mMbH2ZI3uB,39,0.496,0.785,7,-3.472,0.306,0.0328,0,0.0941,0.341,170.02
Hip-Hop,1DbeslBYnckTqqTcc1Y2Tg,56,0.463,0.92,3,-2.845,0.411,0.443,0,0.354,0.513,174.202
Hip-Hop,3VSMeD0q2AXrGbLkpNFlHW,47,0.899,0.584,6,-5.292,0.0523,0.507,0.02,0.0835,0.828,105
Hip-Hop,6fJXQTwS1TlJZZV5zqBI3f,42,0.607,0.579,2,-9.51,0.0425,0.0371,0.868,0.707,0.579,88.986
Hip-Hop,444RBGjfp95cu0czwA5Cnk,34,0.716,0.876,5,-3.527,0.103,0.00143,0.000117,0.217,0.754,129.033
Hip-Hop,6NCgmgofAUv1gPLmH5z5Cg,37,0.853,0.714,7,-4.521,0.0432,0.334,0,0.0445,0.655,112.043
Hip-Hop,2l4FwqHX4fjgwjIcLLdz5z,45,0.879,0.733,11,-6.481,0.294,0.0312,0,0.0431,0.917,136.99
Hip-Hop,2SYa5Lx1uoCvyDIW4oee9b,82,0.667,0.889,6,-4.851,0.0918,0.00912,0,0.0816,0.541,169.959
Hip-Hop,6H0AwSQ20mo62jGlPGB8S6,86,0.841,0.516,11,-7.461,0.118,0.0263,0.00072,0.111,0.548,145.995
Hip-Hop,35kAc40pbM9VpzQvnNMAZO,40,0.648,0.867,4,-6.916,0.39,0.0375,7.30E-05,0.0558,0.887,98.235
Hip-Hop,7F1LWA9sIlTorHUo4amGqk,78,0.745,0.65,0,-5.992,0.227,0.149,0,0.107,0.517,159.994
Hip-Hop,119c93MHjrDLJTApCVGpvx,73,0.479,0.549,11,-10.551,0.373,0.57,0.0239,0.127,0.573,180.985
Hip-Hop,3iGxtTIbGtUJVMbnHyaPMM,54,0.623,0.558,0,-8.782,0.0457,0.49,0,0.173,0.465,90.505
Hip-Hop,5J4FiKDJIdJ8AKx2gaWMt4,69,0.588,0.61,9,-5.008,0.234,0.534,0,0.303,0.647,99.926
Hip-Hop,1IYAhU8ZdnM9vXHMBW2gF4,49,0.712,0.666,6,-6.618,0.0413,0.408,0,0.132,0.58,105.015
Hip-Hop,3iVcZ5G6tvkXZkZKlMpIUs,73,0.791,0.779,7,-5.972,0.235,0.0734,0,0.0832,0.581,110.037
Hip-Hop,2dfqbvoDzLuS7JgQo1gX52,63,0.705,0.561,1,-4.229,0.0584,0.288,0,0.442,0.532,133.452
Hip-Hop,7HFl64GKBtPTa5YoW7j4jL,70,0.856,0.793,2,-4.003,0.134,0.0651,0,0.314,0.766,103.208
Hip-Hop,2YjB6y1dGmA7okAes4r9rf,60,0.766,0.911,6,-4.521,0.31,0.0847,0,0.254,0.945,144.081
Hip-Hop,5j9D8hN83PQKYOE8HgXaIA,54,0.777,0.691,11,-4.768,0.363,0.336,0,0.423,0.543,145.914
Hip-Hop,10SLctKBLD3o2V6QhTREx7,53,0.862,0.617,7,-6.16,0.17,0.0913,0.00346,0.108,0.236,149.935
Hip-Hop,2AfUrbVl15Uy4OARRD784H,48,0.724,0.282,7,-13.542,0.199,0.636,0.000455,0.162,0.242,97.042
Hip-Hop,7yn0VcF2VmVlwWFTZ3GcNO,64,0.887,0.568,2,-5.853,0.323,0.00171,1.10E-05,0.0812,0.754,162.038
Hip-Hop,2Npm0CwV4KxLiERmgMGdPF,9,0.573,0.504,0,-7.094,0.0591,0.403,0,0.102,0.283,141.972
Hip-Hop,54ZHZAX210gXGXpCG1FVdv,50,0.734,0.825,0,-9.337,0.36,0.202,0.00161,0.0544,0.725,84.51
Hip-Hop,3tM0KMhh4HwtHGPsUycfQ2,43,0.509,0.578,9,-7.269,0.496,0.115,0.883,0.247,0.718,158.124
Hip-Hop,7n0gblWR0oKWSuOtWb0Nn7,72,0.491,0.837,9,-4.252,0.365,0.029,0,0.27,0.546,183.538
Hip-Hop,1aPze9mROGtNW9AkqHqbgS,42,0.747,0.533,8,-10.413,0.327,0.00402,0,0.143,0.586,94.855
Hip-Hop,6YVbCxw3Yqyj4dRomrXPhl,70,0.652,0.905,1,-4.113,0.11,0.119,0.00346,0.109,0.27,156.051
Hip-Hop,4HW5kSQ8M2IQWZhSxERvla,76,0.627,0.462,0,-7.686,0.253,0.408,0,0.155,0.843,78.811
Hip-Hop,6SSJcmQgBEvHqqCivyVfqG,49,0.821,0.856,6,-3.172,0.266,0.0475,0,0.347,0.571,91.023
Hip-Hop,4R60QoNevYLm5XEmxZ8yXZ,54,0.408,0.497,1,-8.619,0.182,0.865,1.30E-05,0.155,0.46,121.645
Hip-Hop,7nYvUtkQMx1v80S2FH2s9J,70,0.845,0.51,11,-13.064,0.224,0.29,2.00E-06,0.114,0.747,95.265
Hip-Hop,2GAzu8OxI6RVve7nhNB7W0,36,0.561,0.9,5,-9.937,0.38,0.434,0,0.0948,0.707,169.756
Hip-Hop,6opC9QRzTviOM6y7hYhKh6,66,0.832,0.625,8,-5.999,0.281,0.0649,0,0.105,0.584,130.038
Hip-Hop,0wxihchgNuedB5AfnQPBwl,56,0.749,0.685,5,-5.347,0.0984,0.262,0,0.0964,0.451,111.948
Hip-Hop,4XQddz9iKjaVEuAr6TRbnd,52,0.79,0.308,2,-17.375,0.357,0.796,0.711,0.311,0.628,78.946
Hip-Hop,35gJuqfvrdlCA2MmAtaD3J,73,0.779,0.724,9,-7.574,0.312,0.47,0,0.143,0.559,113.065
Hip-Hop,7CEJH5Ed7FBbXF6CqBQPlJ,67,0.942,0.559,10,-6.406,0.0638,0.0424,0,0.0938,0.555,133.01
Hip-Hop,7Jo2eo293IQHcrhqr52DpH,2,0.638,0.548,2,-14.573,0.0716,0.0424,0,0.153,0.336,142.066
Hip-Hop,5omz1YU903dcYaQje2YMLf,52,0.706,0.321,8,-11.811,0.299,0.86,0,0.143,0.552,103.974
Hip-Hop,0ecTxrvdJCFghS781UNavr,51,0.777,0.416,7,-7.999,0.0599,0.691,0.00037,0.124,0.32,77.497
Hip-Hop,6kig1UFggPUyZBCvXD3Wod,83,0.914,0.507,2,-10.784,0.164,0.0855,0.0254,0.0797,0.199,123.956
Hip-Hop,4cRR2gUTOerkUOW5iZpm91,60,0.823,0.856,2,-12.006,0.0935,0.113,7.00E-06,0.283,0.671,117.18
Hip-Hop,4dxPY1aPXEfR39iZgNUYGL,40,0.749,0.82,1,-6.571,0.166,0.116,0.000435,0.0797,0.64,84.423
Hip-Hop,7543NG6gPlH8pQpLzbVN44,51,0.682,0.343,4,-10.271,0.324,0.349,0.000211,0.391,0.371,152.066
Hip-Hop,29VrHhpC5AS9b7XJYDPhqb,52,0.802,0.461,11,-12.367,0.302,0.0757,0,0.109,0.735,90.995
Hip-Hop,5revTgRBDqNp4ZXHf3psnW,49,0.851,0.634,1,-5.427,0.0736,0.167,0,0.192,0.331,130.045
Hip-Hop,6exZ2z04zL5HxYnPhWgeQO,46,0.873,0.498,6,-8.021,0.144,0.0438,1.70E-05,0.0976,0.227,146.979
Hip-Hop,0teIyp8zV14jCJ2lAKHPZK,54,0.803,0.822,4,-6.015,0.234,0.0157,0,0.298,0.648,120.019
Hip-Hop,0ktrQtODmJ7oolm5bHmVoV,35,0.978,0.949,6,-5.119,0.256,0.0957,0,0.272,0.803,123.966
Hip-Hop,33q2547fRSK2j6y1n4lA63,51,0.811,0.769,9,-8.59,0.397,0.364,0,0.0971,0.445,97.544
Hip-Hop,576JCUaqor63kCrYkP5Z5e,70,0.92,0.637,0,-4.578,0.198,0.0962,0,0.196,0.802,134.942
Hip-Hop,0W2mz7mvaBaEsC4rmoRNPn,53,0.879,0.692,4,-12.958,0.352,0.0706,0.00426,0.915,0.81,98.329
Hip-Hop,5nLRYbbVlRWP5laaIQybo9,48,0.692,0.606,9,-8.24,0.131,0.123,0,0.173,0.2,130.027
Hip-Hop,6wM8Tq0Zv4kydhg08S2bX7,50,0.385,0.481,2,-7.588,0.0433,0.613,0,0.0775,0.163,142.745
Hip-Hop,5FX89IUKm9QJT9ymrmyK4k,68,0.865,0.472,11,-7.359,0.237,0.223,5.40E-05,0.109,0.843,130.011
Hip-Hop,0PT7nlpo11hYYyfnBgtilT,70,0.779,0.472,11,-7.116,0.218,0.0577,0,0.114,0.4,135.051
Hip-Hop,71lyUtIPCMAYjTwwwxy2jW,72,0.667,0.523,10,-9.477,0.329,0.532,2.10E-05,0.137,0.414,143.934
Hip-Hop,4WcznMSvOif86l1TwpQMeR,54,0.772,0.374,5,-8.125,0.226,0.625,0,0.108,0.457,125.117
Hip-Hop,6FI3RJ58Ztl0X1VtA6pVs9,57,0.866,0.698,10,-7.976,0.272,0.0327,0.0187,0.108,0.703,94.64
Hip-Hop,40xhyfAPDoMtv494MfPevP,70,0.47,0.792,0,-8.932,0.26,0.171,1.00E-06,0.313,0.219,170.085
Hip-Hop,3JJ3RegwBPhDSbhZlt9sCh,48,0.531,0.657,11,-7.388,0.454,0.109,1.90E-05,0.328,0.462,138.513
Hip-Hop,5Qel1sTrU4LM8HlJSPT2jd,66,0.715,0.624,4,-3.046,0.114,0.11,0,0.123,0.412,158.087
Hip-Hop,4mSp2FCzwGUN58aurJawQq,64,0.728,0.654,1,-7.044,0.245,0.0161,0,0.341,0.662,87.814
Hip-Hop,0dvu4Irbq0SM5BWny30rRR,60,0.71,0.547,1,-8.215,0.0691,0.022,6.00E-05,0.12,0.16,152.003
Hip-Hop,49l9dULpS4neCaUHheDjEp,45,0.764,0.817,0,-5.37,0.0412,0.0156,0,0.406,0.158,104.061
Hip-Hop,2Is2yKK72jiP5WRRMMl34f,40,0.838,0.645,1,-6.179,0.138,0.014,0,0.7,0.451,133.89
Hip-Hop,4MRT0dDbhqFKl67WzhUbSw,74,0.67,0.485,8,-7.272,0.737,0.409,0,0.0973,0.239,119.886
Hip-Hop,5qC4Q2rQUShKjIyeQvrymU,69,0.695,0.545,0,-10.836,0.0506,0.0186,0.128,0.104,0.0387,129.001
Hip-Hop,6PGoSes0D9eUDeeAafB2As,86,0.798,0.582,10,-7.38,0.103,0.29,0,0.153,0.782,126.075
Hip-Hop,05oQCqMlB0VyTcFqo9TZSx,55,0.831,0.577,1,-4.185,0.504,0.473,1.00E-06,0.152,0.423,157.969
Hip-Hop,5ic68M3jaJTEUcEIh5PcqX,45,0.635,0.766,11,-6.449,0.26,0.132,0,0.122,0.675,93.603
Hip-Hop,1lmDRuRa12CImUQziVfVw5,67,0.787,0.508,6,-7.786,0.137,0.198,0,0.0834,0.457,83.975
Hip-Hop,6oNrmFMoODrisIU3rB0z27,44,0.87,0.146,8,-11.877,0.22,0.499,0.941,0.105,0.905,80.087
Hip-Hop,6dno5EfIFSIxRK3GPf8IeU,33,0.658,0.901,11,-5.28,0.199,0.0313,0,0.3,0.442,82.042
Hip-Hop,13Q181hr7GwU3MSYZUFSZc,59,0.772,0.438,1,-10.836,0.505,0.222,0,0.127,0.263,85.742
Hip-Hop,3bBgijiJfudfbrbeLw2yYi,43,0.812,0.576,5,-8.982,0.116,0.104,3.70E-05,0.097,0.72,98.035
Hip-Hop,4zrwPfq5ENLzjq41Txs2HR,12,0.83,0.615,1,-6.221,0.0468,0.074,0.000548,0.111,0.38,101.031
Hip-Hop,4mbOTHs6heygME9uDHg0mf,45,0.567,0.675,5,-6.699,0.219,0.335,0,0.247,0.651,167.737
Hip-Hop,30ijaUgDocRl5Z20cOFTuY,68,0.648,0.857,1,-4.631,0.352,0.098,0,0.158,0.608,89.713
Hip-Hop,2n31c7fSRoo81dF18z0p60,63,0.742,0.494,5,-6.539,0.298,0.294,0,0.231,0.557,75.496
Hip-Hop,7CCwM8v7aoyF5MhoIyrb8R,42,0.603,0.563,1,-8.637,0.214,0.734,0.000426,0.095,0.323,94.918
Hip-Hop,7MAUQy99aM2AutCLYPj2Cb,46,0.839,0.617,1,-3.405,0.177,0.00297,0,0.268,0.532,94.141
Hip-Hop,3QkeunUWEyHJ2Tgh7QbyO6,47,0.575,0.567,2,-4.52,0.0349,0.419,0,0.338,0.443,89.95
