category,songid,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Rock,5RtxKcEhD8UEyB9RYYp1sM,18,0.385,0.958,0,-3.225,0.0596,2.10E-05,6.00E-06,0.0806,0.517,174.896
Rock,6Rs6ZGyppL4ity5nDI6S1y,47,0.365,0.978,8,-4.567,0.119,3.00E-05,0.483,0.0763,0.366,179.99
Rock,7FfE0EoQSsliADYgdxFChG,50,0.304,0.872,7,-4.863,0.0745,0.11,5.30E-05,0.274,0.362,126.837
Rock,6WE7jSshLCuVKoCmobVKVf,64,0.403,0.709,9,-9.366,0.0885,0.0746,0.494,0.132,0.648,97.161
Rock,4dwrL3Z5U2RZ6MZiKE2PgL,69,0.648,0.751,8,-8.582,0.0806,0.0182,0.000401,0.0418,0.867,100.437
Rock,3ZOEytgrvLwQaqXreDs2Jx,82,0.618,0.938,9,-3.442,0.0456,0.0179,0,0.167,0.878,91.455
Rock,0hz4QEeAfLFjOOodRw5U9P,51,0.505,0.835,6,-5.649,0.0295,5.30E-05,9.40E-05,0.974,0.205,108.995
Rock,4gxtH5mCSqVPTsqGcWKVOC,12,0.684,0.597,2,-8.339,0.0353,0.369,7.20E-05,0.127,0.699,115.092
Rock,2zvot9pY2FNl1E94kc4K8M,73,0.601,0.532,10,-9.119,0.0286,0.432,6.00E-06,0.0925,0.334,136.571
Rock,09hctAvAEUpm7MKl1RBK2j,51,0.448,0.796,2,-7.896,0.0283,0.000274,0.443,0.171,0.573,97.178
Rock,2NpFP7bNS0yJk1y5epj6ug,43,0.405,0.556,10,-11.17,0.0321,0.095,3.80E-05,0.154,0.279,140.749
Rock,6HJujxcjMmVZhd8z5EpPri,65,0.559,0.565,3,-8.534,0.0498,0.668,0.000315,0.272,0.343,108.241
Rock,39sICagGOiysHxoIBRyLLi,53,0.427,0.952,4,-3.383,0.0565,0.0252,0,0.407,0.577,103.523
Rock,4l1W5SkH8EJJ9RQEq6UFMW,46,0.573,0.818,4,-5.157,0.0471,0.0465,0,0.111,0.805,128.987
Rock,15BsrefgYpMgu1ZCIr8EJw,59,0.583,0.926,0,-3.296,0.0318,0.00298,0.00101,0.121,0.208,99.988
Rock,2QfjV18pg4Ye7Vo4TsSobq,55,0.204,0.794,2,-7.586,0.0618,0.00122,0,0.148,0.205,149.346
Rock,1ru5R5iSawvuMELqKXxLjS,62,0.425,0.936,4,-5.354,0.145,0.0908,0.00469,0.201,0.675,182.318
Rock,3e2fDgC93LGc9Lbdvr6I9k,57,0.461,0.246,0,-13.487,0.0298,0.111,0.000374,0.0963,0.165,88.446
Rock,7geL2YhrXDr9tFjoNJMaSZ,37,0.564,0.654,11,-7.507,0.0251,0.0742,0.148,0.131,0.456,181.081
Rock,1anwgwnvLAcrItcXMpc2Py,30,0.667,0.716,7,-5.693,0.0478,0.00236,2.00E-06,0.0421,0.45,122.976
Rock,4mqt9r5gmppq2Dm3YMuuMY,44,0.484,0.933,0,-9.513,0.0564,0.114,0.000448,0.113,0.909,175.378
Rock,61nSbxyL6VRPp32AMscxiF,62,0.465,0.903,9,-4.628,0.0587,0.0187,0.00114,0.348,0.601,137.272
Rock,0F2LiyHp9E0pAanpfnzHNp,64,0.382,0.867,9,-7.426,0.0399,6.00E-06,0.581,0.196,0.458,87.309
Rock,38bHLl4pznhxzRJLuw1OA7,55,0.544,0.73,4,-12.046,0.0361,0.0149,0.0983,0.146,0.675,137.134
Rock,2dJVX40gxhBSPfoPP8nmRo,55,0.432,0.824,6,-9.518,0.189,0.0865,0.000427,0.288,0.702,122.299
Rock,7JhTr0G0gr3ESY3B9uqPi4,72,0.422,0.353,0,-8.414,0.0553,0.0611,0.000391,0.129,0.193,127.056
Rock,15VRO9CQwMpbqUYA7e6Hwg,66,0.485,0.738,1,-8.884,0.101,0.406,8.80E-05,0.514,0.466,114.713
Rock,5CyQqecCvDfCa8hYMlxNfV,31,0.356,0.984,5,-4.548,0.175,0.00121,0.181,0.101,0.438,199.423
Rock,1xpd5XqLsrQDBa81ON2kOb,55,0.47,0.644,8,-6.721,0.0269,0.000405,0.293,0.134,0.496,75.597
Rock,2GHYJ0dhVds3PODKnTdiGE,58,0.6,0.811,5,-7.693,0.0788,0.0558,7.00E-06,0.109,0.601,124.303
Rock,7Mq2PA75YUS6T2ErxgytKT,0,0.107,0.984,4,-3.313,0.176,2.60E-05,0.563,0.421,0.0376,92.094
Rock,7lNQ4YZEAZc1nvfSNPzSvU,15,0.728,0.486,2,-6.653,0.0523,0.266,2.00E-06,0.098,0.56,62.46
Rock,1t1NX1DJQDcmZA0lvCnFjC,61,0.552,0.645,7,-6.595,0.0268,0.00187,1.00E-06,0.0424,0.563,89.518
Rock,7GqIDx2QVGOpd4r1fZaUUW,63,0.604,0.905,4,-7.059,0.0578,0.309,0.0632,0.0837,0.71,147.448
Rock,2jzjhQa7nLIaDMhMjSzedd,49,0.297,0.27,0,-15.79,0.0434,0.0764,0.00117,0.15,0.0974,104.126
Rock,34tYgJ1vX0sRpjm4teNWVe,52,0.537,0.495,8,-6.188,0.0256,0.127,0.00441,0.109,0.155,73.012
Rock,2rslQV48gNv3r9pPrQFPW1,54,0.59,0.483,9,-10.424,0.0339,0.32,0,0.0625,0.656,93.427
Rock,0tKjVEJlX3IZ5L1rEJc5hh,60,0.495,0.609,7,-9.902,0.0339,0.42,0,0.187,0.324,135.671
Rock,7qpDqr5TxcTlOHG0k7moGt,6,0.545,0.762,2,-3.634,0.0301,0.0334,0,0.209,0.367,130.926
Rock,0H7cM7atT2ri9CshIt0ag9,8,0.592,0.816,1,-7.392,0.165,0.0424,0,0.185,0.732,109.311
Rock,58AwxWLaRHn2lTqqH9dLkU,60,0.46,0.637,4,-5.671,0.0284,0.0126,0,0.162,0.0757,82.984
Rock,1I7zHEdDx8Ny5RxzYPqsU2,66,0.523,0.758,2,-9.81,0.0403,0.133,0,0.0952,0.76,135.437
Rock,6JGQ98So2ik5GVI9ydQ2Yh,67,0.499,0.761,5,-5.436,0.0367,0.274,9.00E-06,0.137,0.576,76.118
Rock,45HAjqRWiNv6mMPw4NvZrU,70,0.447,0.788,2,-4.994,0.0464,0.00257,1.70E-05,0.0744,0.505,80.04
Rock,1pFZO6JH8S4LXMCzgtCIqg,4,0.585,0.697,6,-3.376,0.0294,0.0662,7.00E-06,0.318,0.195,122.017
Rock,0faXHILILebCGnJBPU6KJJ,72,0.391,0.963,10,-4.378,0.0773,5.90E-05,0.0689,0.14,0.328,167.065
Rock,3JdtnzG1qxSugpXwNuoo9v,54,0.402,0.874,6,-5.263,0.111,0.000174,8.70E-05,0.183,0.418,200.04
Rock,4GwT2PoXxURFAsbX1DOzjd,25,0.46,0.83,2,-7,0.03,0.0324,0.937,0.179,0.785,135.021
Rock,4lOavMadLCGAOJEvMJ5t4t,71,0.615,0.74,7,-4.662,0.0754,0.00241,0.00113,0.115,0.219,118.957
Rock,5UuikgHTxSRFRnC0zXx10i,65,0.453,0.601,5,-9.537,0.0621,0.00809,0.000761,0.304,0.496,122.591
Rock,7dQvzryAP8DrGuhG5KFF5h,60,0.68,0.846,8,-5.252,0.054,0.000753,2.30E-05,0.144,0.922,89.962
Rock,3HfB5hBU0dmBt8T0iCmH42,22,0.532,0.344,7,-13.057,0.035,0.00563,0.000473,0.115,0.119,91.834
Rock,44ljyjfLTjjS3XuzoFh3Z5,34,0.559,0.962,0,-4.258,0.145,0.0498,0,0.117,0.705,161.9
Rock,56z99ZuzLIifkwweq4o1l6,46,0.55,0.383,0,-15.725,0.0246,0.202,0.0191,0.117,0.41,86.711
Rock,2RH10TTlPhq8S61rXlVssL,51,0.583,0.855,11,-7.972,0.0404,0.00417,0.144,0.237,0.664,122.425
Rock,3gtJRdN3kSVPMMuiPdSQpl,47,0.474,0.872,0,-5.101,0.0722,1.80E-05,0.00291,0.109,0.233,134.064
Rock,48YkpE5enOln5c7jXSTuHL,57,0.61,0.758,3,-9.133,0.085,0.153,2.20E-05,0.714,0.616,121.061
Rock,3aEhSsoMJLD4PenB8SD8ku,8,0.361,0.826,9,-9.637,0.0819,0.254,0.0019,0.161,0.824,188.543
Rock,0auOMsS7HUF0e06N3eHmcS,2,0.258,0.615,7,-5.064,0.0329,0.00433,2.00E-06,0.104,0.418,165.993
Rock,7KJIL45j1D1aKhartXceUW,37,0.367,0.885,4,-5.201,0.0808,0.00274,1.00E-05,0.106,0.584,168.731
Rock,4rJesaufMl2xD0f2G8Xgnd,59,0.438,0.477,0,-7.649,0.031,0.243,8.00E-06,0.183,0.176,137.645
Rock,4iHITBaV9sOIukW5ABdHhI,31,0.3,0.837,4,-5.459,0.152,0.00256,0.000866,0.374,0.243,97.193
Rock,1lAjbH6cuXDa8kZUWlFFh2,43,0.629,0.932,0,-4.216,0.0529,0.0155,0,0.106,0.737,100.012
Rock,5GI8QlM6RlyZjegB9CFk7U,63,0.541,0.718,1,-5.544,0.0295,0.178,0,0.0956,0.539,146.037
Rock,7HvRYprYqG9Plg5qjZ4yfH,28,0.347,0.869,4,-11.481,0.0925,0.42,0,0.76,0.186,127.509
Rock,3DNXN5fPRdkYm64oCdV8L6,49,0.548,0.693,10,-9.421,0.038,0.314,0.0189,0.132,0.546,109.633
Rock,7szpv1aaSWNBidJqtUnApf,41,0.334,0.963,8,-2.84,0.0521,0.00169,0.252,0.284,0.501,114.887
Rock,1gyee1JuFFiP476LQpRMYU,72,0.509,0.843,1,-3.318,0.0488,0.000671,0.000803,0.348,0.343,140.055
Rock,6CqYhhUPJORx1vvdTNc8jv,64,0.328,0.842,6,-6.644,0.0882,0.000111,0.803,0.0496,0.425,113.329
Rock,3AhXZa8sUQht0UEdBJgpGc,73,0.483,0.721,0,-6.836,0.032,0.729,0,0.189,0.561,95.261
Rock,0FeCO85RKW8fDRytwXof2x,30,0.597,0.812,5,-12.062,0.0315,0.0219,0.00106,0.102,0.818,135.68
Rock,4JAJV4D2902ZQL4A63Q2fe,64,0.428,0.662,4,-5.433,0.0295,0.151,2.00E-06,0.215,0.366,71.515
Rock,2HXixVqzzm9rEUIMAWzshl,57,0.611,0.883,9,-11.225,0.0539,0.0846,1.00E-06,0.192,0.625,117.928
Rock,5SwrQRYsIUwD7o2wDBmmre,45,0.492,0.792,7,-4.818,0.0553,0.0109,1.00E-06,0.104,0.418,149.94
Rock,0CpibaJlmN4ZU5MhovLQf7,44,0.324,0.86,8,-8.918,0.0438,0.00277,0.953,0.24,0.526,180.019
Rock,71rqwNbhGfxXJpjNF5RJ8g,18,0.327,0.67,9,-7.315,0.032,0.000137,0.672,0.0999,0.25,140.081
Rock,1neZ7P3jQDh57Th29fITqs,45,0.268,0.567,9,-17.114,0.0355,0.0529,0.681,0.157,0.513,163.057
Rock,6jfxXgJaawpFY4uMZPBTcP,28,0.394,0.957,4,-2.92,0.0937,0.00278,7.00E-06,0.0918,0.623,155.429
Rock,6u1yKoh00WaoSpNp46RzKF,59,0.543,0.79,11,-5.932,0.0358,0.00811,0,0.238,0.324,80.923
Rock,2H3ZUSE54pST4ubRd5FzFR,76,0.669,0.616,11,-10.776,0.033,0.482,0,0.179,0.803,130.037
Rock,0LrwgdLsFaWh9VXIjBRe8t,62,0.551,0.227,0,-16.323,0.0373,0.521,0,0.109,0.367,113.731
Rock,08H6dUZoSkJGgO68XdlOVw,20,0.177,0.614,2,-9.29,0.0348,0.000884,0.833,0.183,0.0367,156.605
Rock,6PtIXICwmoxCgLjw2zApDs,64,0.371,0.921,9,-5.533,0.0784,0.0113,2.70E-05,0.43,0.495,109.675
Rock,0donjzZGsCA2PfPUA4EdMN,45,0.163,0.937,0,-5.502,0.0882,4.60E-05,0.00297,0.372,0.418,184.482
Rock,5HNCy40Ni5BZJFw1TKzRsC,73,0.472,0.366,11,-12.595,0.0286,0.15,0.308,0.0837,0.173,127.167
Rock,29wJiSQcze8HEmxkUQykyp,67,0.457,0.487,7,-7.112,0.0266,0.113,2.00E-06,0.358,0.132,136.596
Rock,1xmctspTzQxisNXKY6Gxf6,15,0.595,0.92,1,-3.26,0.153,0.252,0.0975,0.108,0.562,100.436
Rock,6WmVgLj2htklkU3SZOsItg,53,0.287,0.84,6,-3.947,0.0404,0.0551,0.0225,0.21,0.636,202.903
Rock,4u7egDsjL6R5gl5YzFl6Xk,42,0.422,0.665,2,-7.927,0.0252,0.0364,0.964,0.169,0.505,86.014
Rock,4BwH8CqZkep7evUpHbAvEm,8,0.579,0.535,7,-7.746,0.0265,0.355,0,0.252,0.758,78.99
Rock,4ztNHL8Czk94yWRtAfIhQ8,41,0.699,0.796,9,-3.508,0.0585,0.0455,0,0.0705,0.658,102.031
Rock,0NRdZwAM8JSoStfYrb813s,43,0.703,0.838,8,-5.882,0.0328,0.0106,0.000237,0.103,0.485,110.061
Rock,3NwaVr6RJg2LPBcJ1Ysl1O,40,0.613,0.672,11,-7.325,0.0313,0.00117,0.393,0.132,0.805,131.079
Rock,6HeBSHtMusHrZaWWr50SI6,47,0.441,0.697,4,-5.345,0.0435,0.01,1.30E-05,0.258,0.344,79.038
Rock,0Jv0PJz6LZdCygPsFnML3a,48,0.39,0.766,6,-7.705,0.059,0.0142,0.017,0.126,0.354,169.539
Rock,6pr4l76PYIgtp6xsvyfSqN,51,0.436,0.682,7,-10.598,0.0384,0.041,0.000155,0.0712,0.431,132.663
Rock,3vJqxU8r8QQfiX5CdAqTWf,42,0.586,0.66,7,-7.635,0.0241,0.12,1.60E-05,0.357,0.825,142.669
Rock,2yBAPa9HZj3P2szSaaj4k1,63,0.554,0.515,6,-8.534,0.024,0.0883,2.70E-05,0.883,0.439,95.125
Rock,5c7jkZ4daUcLIrKiyQGt8B,6,0.69,0.802,8,-3.142,0.0796,0.0153,0.0651,0.316,0.861,132.014
Rock,2BabU2GZT5laWFWslSeUIo,39,0.209,0.951,0,-6.326,0.0609,7.00E-06,0.00657,0.0829,0.471,100.947
Rock,6kS0hxC8CEWwqIOEoxqhRF,47,0.504,0.633,7,-6.804,0.036,0.008,1.60E-05,0.32,0.185,155.005
Rock,5f8z7Cp7CY9T54Cnq1YVlh,56,0.638,0.6,1,-4.397,0.0279,0.00464,0.00988,0.0565,0.576,88.006
Rock,62rfYYd260cbqpDdnd7nWB,44,0.586,0.841,7,-5.434,0.0301,0.0276,2.00E-06,0.404,0.615,96.022
Rock,256cnyu082UFQR0Ewor8ed,57,0.57,0.885,2,-2.769,0.0624,0.0109,0,0.0554,0.493,158.055
Rock,4d9RTWdrFLVAGhdzvqxkwn,12,0.7,0.686,9,-10.338,0.0279,0.0943,2.00E-06,0.0847,0.815,125.412
Rock,3SVAN3BRByDmHOhKyIDxfC,74,0.36,0.505,7,-9.129,0.026,0.0626,9.20E-05,0.172,0.311,74.807
Rock,2skmOCFU64Bg7Ytkgwliwe,64,0.631,0.756,8,-6.378,0.0376,0.0399,4.40E-05,0.0924,0.643,137.039
Rock,55YNkWt5V10Sg5dNzT2OKF,7,0.364,0.945,5,-6.041,0.0416,0.0285,0.0093,0.105,0.962,191.417
Rock,7cdnq45E9aP2XDStHg5vd7,62,0.492,0.835,11,-8.072,0.0769,0.0635,2.10E-05,0.135,0.495,136.814
Rock,74X1epeRufHckhuX1KFD04,72,0.339,0.143,0,-10.78,0.0317,0.921,0.000636,0.372,0.0911,101.213
Rock,3KbndEaNSA6g2siLcvWwvZ,45,0.561,0.955,4,-4.59,0.143,0.321,0,0.87,0.523,108.844
Rock,2rOXufx8CPzIWVlB0OmJO8,1,0.254,0.803,2,-6.362,0.0529,0.513,0.658,0.338,0.641,149.158
Rock,7e89621JPkKaeDSTQ3avtg,76,0.602,0.606,7,-12.078,0.0262,0.183,0.000178,0.0847,0.901,97.827
Rock,2CFtB64mDu2XCFjvGJhc9k,45,0.77,0.591,0,-12.522,0.037,0.616,0.00233,0.0774,0.799,123.754
Rock,4K2aicOb5OuOA9XDCFJPIW,39,0.451,0.839,6,-4.65,0.0684,0.0336,0,0.103,0.785,99.587
Rock,0JKelsd3xhPZNRO9hLwj8f,30,0.482,0.86,3,-6.35,0.0561,0.043,0.000177,0.323,0.676,125.139
Rock,7bZkuSIYH7j85RBu6Y4gTe,49,0.687,0.64,2,-7.799,0.0515,0.523,1.00E-06,0.327,0.969,84.965
Rock,2b5OTshtoFvtctAsKJOwyw,44,0.393,0.612,11,-3.645,0.0305,0.00145,1.00E-06,0.121,0.23,175.073
Rock,2bybO87dwCvM24GJ08Pfcy,31,0.527,0.884,7,-6.723,0.181,0.361,0,0.121,0.601,123.055
Rock,2KR3nLhPOtXe5mupmcVGST,37,0.487,0.87,9,-13.29,0.0387,0.000465,0.00637,0.218,0.51,105.743
Rock,1fNPkIEgMFSu4ThahJ8UXk,45,0.491,0.812,1,-5.736,0.0392,0.00194,2.00E-06,0.175,0.544,138.986
Rock,0aDmudjjboRLuCaf93k2JJ,45,0.404,0.917,0,-3.086,0.0972,0.0045,4.90E-05,0.437,0.356,85.173
Rock,0rlPOzWbNVui2ABuI5OFhL,53,0.525,0.914,3,-4.183,0.0704,2.60E-05,0.00127,0.0573,0.469,111.143
Rock,2gdt70w8DOCWGq1HdkgSUd,50,0.457,0.926,0,-5.461,0.038,0.000487,5.70E-05,0.0949,0.406,93.964
Rock,3y8rEUEUdmAcPCpPoLotnO,61,0.58,0.899,7,-5.503,0.0818,0.0721,0,0.0942,0.848,152.311
Rock,0dOg1ySSI7NkpAe89Zo0b9,69,0.398,0.952,4,-6.042,0.061,0.000373,7.70E-05,0.1,0.589,122.093
Rock,2fWRRecCCnzAE4gLBUjz8M,49,0.496,0.614,1,-4.915,0.0293,0.114,0,0.116,0.507,76.028
Rock,6fI7m8uBO8g6m1aaZCayDm,43,0.444,0.742,11,-6.625,0.0302,0.000144,0.421,0.125,0.429,89.423
Rock,4YPhn26bIFm2KUkL1VLzQG,70,0.635,0.435,3,-7.521,0.031,0.00328,7.00E-06,0.071,0.445,76.098
Rock,1kWqRB6PHLM9QTfaXuHpIV,52,0.251,0.263,8,-12.538,0.0327,0.93,0.00172,0.0954,0.188,177.217
Rock,053IpBG54eZGst2seKHB6g,4,0.457,0.849,1,-2.369,0.0353,0.0503,0,0.127,0.383,91.991
Rock,41TqRBgF4Ahyr4vGmZVk8b,55,0.472,0.526,0,-9.505,0.0309,0.00291,0.000173,0.181,0.768,119.44
Rock,2FwAcHNvzgAZkj5Ue8hLZm,2,0.709,0.881,4,-4.004,0.0334,0.0757,0,0.629,0.69,95.995
Rock,354R34KukeJgmgtfsDbBsu,50,0.483,0.625,1,-5.344,0.0446,5.60E-05,8.80E-05,0.247,0.391,122.012
Rock,0MfVTButkC0WU7aUcIskU6,73,0.354,0.804,2,-8.11,0.0582,5.00E-05,0.00441,0.454,0.224,175.731
Rock,7aV9xwnPgzTWj3yG0nAURt,41,0.71,0.588,7,-8.868,0.0372,0.41,2.00E-06,0.0836,0.511,117.274
Rock,5y1jgbDNgTfxoWXv3FhH2Q,68,0.474,0.351,7,-7.533,0.0292,0.0122,7.00E-06,0.112,0.108,139.827
Rock,5Za8bsHPb08SZXm0bvbDXy,61,0.58,0.716,4,-5.201,0.034,0.0564,4.00E-06,0.396,0.304,105.084
Rock,3YsG8BwqrJzM3DOqYpFLp0,40,0.24,0.863,11,-8.046,0.0402,1.60E-05,0.416,0.0944,0.345,75.591
Rock,3zZQg2DLezm194cTeGQuOD,37,0.508,0.843,11,-4.916,0.265,0.059,0.000158,0.589,0.744,94.386
Rock,6KGXbG5wEb6WlIFAGKDQh0,57,0.268,0.588,8,-4.134,0.0311,0.169,0.00204,0.156,0.0746,103.773
Rock,3z5ggGtcs4t8pizW521gW9,56,0.569,0.788,4,-8.559,0.031,6.00E-06,0.635,0.0811,0.913,115.151
Rock,34UHGvn6Zu0TgkIX4egHO3,49,0.534,0.847,7,-4.176,0.0482,0.00227,1.00E-06,0.569,0.598,96.017
Rock,6nlA3j4n3KAY8AgEGmos2o,64,0.606,0.781,1,-5.846,0.0703,0.142,0.00803,0.0734,0.654,170.007
Rock,1m9Y0ylmK6lByLFLrp2FwZ,46,0.393,0.765,9,-6.391,0.0309,0.000761,0.0598,0.435,0.337,176.005
Rock,2DnJjbjNTV9Nd5NOa1KGba,73,0.665,0.594,0,-10.638,0.0293,0.0977,1.20E-05,0.0817,0.755,105.934
Rock,1UF0LHvbTWrgVuQOBiAIYP,50,0.302,0.704,7,-6.851,0.0384,0.0174,0.00166,0.36,0.29,166.66
Rock,5ceGigL7CZQ3Ih6W8SIbv8,67,0.431,0.94,3,-4.462,0.0563,0.00916,0,0.142,0.48,157.477
Rock,4cpOvpvvx1upv0HDyZKVQJ,58,0.354,0.982,4,-3.026,0.168,0.000237,0.000294,0.204,0.186,143.772
Rock,5d9MTgwOIsiGObIv783pgu,6,0.395,0.979,11,-3.57,0.131,0.000308,0.00232,0.162,0.274,159.947
Rock,6iv3Fclf4l11hQGYs8KbGc,52,0.634,0.746,4,-8.574,0.0352,0.0601,1.50E-05,0.103,0.509,134.048
Rock,6Sz12obKbUxZsZZ4fX3mXI,51,0.528,0.849,10,-5.774,0.0451,0.00528,0.00577,0.156,0.56,109.961
Rock,4JtYzjHgzKNC8Q5ppEa74G,45,0.67,0.616,9,-8.922,0.0405,0.634,1.00E-06,0.0727,0.88,118.213
Rock,4zzvMG8KrsykYtvFEJ99Cl,62,0.506,0.554,10,-6.743,0.0339,0.339,0.000355,0.112,0.377,124.724
Rock,2tqfby2Fedl25lsJN7mRjV,0,0.503,0.818,8,-4.363,0.0692,0.0224,0.0391,0.845,0.796,142.024
Rock,0gNI3aEgPDVPSQxzTcIFgZ,43,0.616,0.961,1,-3.449,0.0666,0.0035,0.000297,0.0462,0.439,102.005
Rock,2gpEHrWOXBpeAIGORiBWw5,44,0.499,0.523,5,-7.845,0.0574,0.268,0.000173,0.248,0.425,190.96
Rock,3YRCqOhFifThpSRFJ1VWFM,70,0.217,0.628,11,-9.286,0.0306,0.0203,0.32,0.143,0.27,77.785
Rock,3mkmTUcZtQxuKpyM44lGj6,68,0.264,0.886,0,-4.342,0.0662,0.000123,0.000211,0.0982,0.522,89.979
Rock,5pvJ59i7JxylN8VB24xdMs,60,0.374,0.961,10,-4.421,0.0851,5.50E-05,0.0834,0.138,0.336,167.032
Rock,0wFz9zaIGWpkKtk5F6ig1v,63,0.569,0.668,9,-6.109,0.0266,0.134,0.00408,0.0855,0.714,83.015
Rock,7mvBC9e3M70PjoPkkW31i7,0,0.574,0.812,4,-5.025,0.045,0.00234,0.00403,0.372,0.602,114.026
Rock,5UYZhAKpH96YuVEh91pDlQ,43,0.417,0.922,1,-6.278,0.0481,4.50E-05,2.80E-05,0.16,0.506,155.883
Rock,7cz70nyRXlCJOE85whEkgU,62,0.351,0.899,7,-4.119,0.0432,0.00184,0.000116,0.284,0.508,145.015
Rock,278jOl7gFMJ9WMnUbGxWRe,60,0.21,0.945,2,-4.009,0.0673,1.00E-05,1.60E-05,0.107,0.365,154.639
Rock,1HL3yEnYq8LEyFQ3QegA5V,67,0.541,0.677,4,-10.764,0.0373,0.122,0.0191,0.0938,0.537,101.1
Rock,6prmiVokCCQB1VAYhq5TGJ,51,0.671,0.454,0,-14.324,0.0385,0.169,0.00735,0.0871,0.687,132.109
Rock,3TL3pr5KVEp2zhhgZKQhZc,31,0.695,0.391,4,-8.66,0.0434,0.352,0,0.248,0.482,83.644
Rock,5ev2rxhRTCoVkSyaxKQe9o,43,0.456,0.779,10,-3.213,0.184,0.709,0,0.162,0.795,185.62
Rock,7iABnSNZciNepqGtjMQxxd,58,0.559,0.343,9,-13.072,0.0424,0.0601,0.138,0.1,0.178,164.53
Rock,3sJHkcxojoJD2Ytbo1yLLF,72,0.649,0.762,11,-5.153,0.0447,0.0852,0.00383,0.118,0.475,107.034
Rock,6mkVM6lC1Lu6mlAQcpJKrt,43,0.524,0.751,3,-8.035,0.0388,0.17,0.000478,0.308,0.477,82
Rock,0F1xhaO19R3okVY2FmYe13,1,0.57,0.63,9,-7.015,0.0315,0.0807,0,0.123,0.535,145.097
Rock,2d7QIP3MgnZ11daI2kQLjY,26,0.292,0.857,11,-7.956,0.0501,0.00036,0.726,0.123,0.47,155.049
Rock,6cr6UDpkjEaMQ80OjWqEBQ,67,0.73,0.868,5,-7.325,0.0288,0.0632,0.0661,0.318,0.92,148.217
Rock,7kmSIKAk4VHP4QUjpBPbGg,63,0.726,0.861,6,-5.172,0.0695,0.277,4.00E-06,0.0589,0.71,91.962
Rock,4sFbojhVXQv7dBC9PVCcRn,72,0.566,0.673,9,-10.814,0.306,0.565,1.00E-06,0.0438,0.585,114.385
Rock,0vLwL4xuJ3s7SeaCdvMqkY,63,0.551,0.628,2,-13.799,0.036,0.0336,0.000194,0.151,0.768,142.167
Rock,31NdRTXkltDA8QE3qBCNyt,29,0.425,0.784,11,-5.485,0.0421,0.000202,4.70E-05,0.167,0.355,159.972
Rock,5mkGfmJGFZpwK9nA5amOhv,69,0.67,0.558,2,-9.159,0.0251,0.238,0,0.106,0.623,80.511
Rock,2whM69UENCd7m6nrrc1NEB,53,0.409,0.926,4,-3.329,0.0741,0.00152,0,0.111,0.664,165.055
Rock,1dv3ePjze9tPq2pk8eWJdR,71,0.63,0.616,1,-8.128,0.0309,0.463,0.0408,0.173,0.513,118.65
Rock,7itr4N5bXkAWesPUomCNf7,66,0.491,0.738,2,-7.04,0.0332,0.0146,0.16,0.2,0.517,148.002
Rock,2dLBo6rg8B2OuhuCETN9Dd,40,0.37,0.418,4,-13.813,0.0293,0.117,1.00E-06,0.0941,0.392,137.415
Rock,2CzWeyC9zlDpIOZPUUKrBW,58,0.71,0.491,2,-7.382,0.0504,0.219,2.00E-06,0.0859,0.616,109.933
Rock,0Gzm4diS5XPuxPFAovPRji,40,0.7,0.7,7,-5.678,0.0395,0.18,0.0235,0.136,0.632,119.3
Rock,0pHfWYiSRrFq9RNlV9LHbJ,53,0.507,0.723,7,-6.122,0.0359,0.00913,0.00906,0.0856,0.194,124.054
Rock,7MUNNBJKYo3cdokp06wEOB,77,0.728,0.673,5,-5.766,0.0318,0.0964,7.00E-06,0.0695,0.491,127.995
Rock,3vBA9cISon26MlnDWdKSSQ,62,0.577,0.732,4,-5.731,0.0275,0.00154,0.000204,0.133,0.516,101.704
Rock,3C84jaEdYxiq8LC4jwYqj6,58,0.573,0.865,2,-6.097,0.104,0.00106,0.00469,0.116,0.615,178.115
Rock,5BxeyZpeEHaFzlhefhWkqd,49,0.641,0.854,7,-4.628,0.0274,0.132,0,0.1,0.674,114.433
Rock,0oIdGPU9IFlYe1qag6ZHcY,39,0.405,0.595,2,-4.727,0.0354,0.00342,0,0.29,0.482,176.543
Rock,087OBLtoeS3Q6j0k6tMNAI,68,0.486,0.867,7,-5.483,0.0295,0.0237,2.00E-06,0.155,0.27,92.757
Rock,5omWAB5iNMHvbAfBSzkdu8,69,0.488,0.842,6,-5.926,0.0469,0.0116,0.00127,0.146,0.406,90.003
Rock,085ZnEf08SqUAVcOe32Yw1,39,0.458,0.932,2,-4.646,0.0665,0.000153,2.10E-05,0.361,0.426,160.047
Rock,2xSC2Tvr2I44VZmCXg60dW,55,0.561,0.823,2,-4.851,0.097,0.0029,0.00017,0.492,0.548,93.504
Rock,2CAOBgrBKF0Ukz0DtTyaOU,49,0.5,0.787,10,-4.08,0.0611,0.0213,7.00E-05,0.129,0.594,187.828
Rock,37VsUa27pO3zKLjGH3fbXv,44,0.534,0.781,9,-5.891,0.0274,0.128,8.00E-06,0.316,0.664,86.047
Rock,63OFKbMaZSDZ4wtesuuq6f,71,0.438,0.71,2,-12.412,0.0919,0.262,0.537,0.221,0.531,145.928
Rock,0S3gpZzlT9Hb7CCSV2owX7,67,0.282,0.656,8,-6.557,0.0302,0.0105,0,0.0892,0.237,139.352
