"","songid","category.x","popularity.x","danceability.x","energy.x","key.x","loudness.x","speechiness.x","acousticness.x","instrumentalness.x","liveness.x","valence.x","tempo.x","X","song_title","artist_name","popularity.y","danceability.y","energy.y","key.y","loudness.y","speechiness.y","acousticness.y","instrumentalness.y","liveness.y","valence.y","tempo.y","category.y"
"323","0wSMSMZY1VAWKXyjhGk7Cu","Rock",39,"0.389",0.451,5,-10.178,0.0348,0.0161,0.883,0.1,0.106,120.004,8164,"Sad Heart of Mine","Caspian",39,0.389,0.451,5,-10.178,0.0348,0.0161,0.883,0.1,0.106,120.004,"Rock"
"324","0WU0ft90WVItqcUI6Q068f","Hip-Hop",51,"0.742",0.7,4,-6.016,0.131,0.174,0,0.579,0.939,155.042,5647,"Jeeps","District 21",50,0.742,0.7,4,-6.016,0.131,0.174,0,0.579,0.939,155.042,"Hip-Hop"
"325","0WWhG54uTswZXRXFeLkmq5","Hip-Hop",14,"0.695",0.722,2,-6.719,0.0747,0.0325,0,0.362,0.295,137.955,5346,"Blessings","Yung Nnelg",49,0.695,0.722,2,-6.719,0.0747,0.0325,0,0.362,0.295,137.955,"Hip-Hop"
"326","0wXEoFgUJyskYyIAwY9Tgi","Electronic/Dance",53,"0.726",0.832,8,-4.95,0.0415,0.00021,0.899,0.144,0.129,128.014,4199,"One Day At A Time","Funkagenda",50,0.726,0.832,8,-4.95,0.0415,0.00021,0.899,0.144,0.129,128.014,"Electronic/Dance"
"327","0wxihchgNuedB5AfnQPBwl","Hip-Hop",57,"0.749",0.685,5,-5.347,0.0984,0.262,0,0.0964,0.451,111.948,5803,"Comme un fou","DTF",56,0.749,0.685,5,-5.347,0.0984,0.262,0,0.0964,0.451,111.948,"Hip-Hop"
"328","0wyja8xD9cNhDtfuY0dVMP","Pop",75,"danceability",0.583,4,-7.093,0.0469,0.00651,0,0.128,0.366,148.051,3706,"Leave Right Now","Thomas Rhett",74,0.474,0.583,4,-7.093,0.0469,0.00651,0,0.128,0.366,148.051,"Pop"
"329","0WZEBO1GdTUGlnVhGbtmIf","Pop",34,"danceability",0.584,6,-6.53,0.0463,0.279,3e-06,0.0996,0.836,103.009,3244,"Run Away - Remix","L.A.X",33,0.82,0.584,6,-6.53,0.0463,0.279,3e-06,0.0996,0.836,103.009,"Pop"
"330","0XaPN9mU1BgLJZhuCxzc6T","Rock",53,"0.314",0.552,6,-7.37,0.0273,0.245,0.113,0.129,0.253,84.469,7832,"You","The Pretty Reckless",52,0.314,0.552,6,-7.37,0.0273,0.245,0.113,0.129,0.253,84.469,"Rock"
"331","0xd9lunaIhYosa2R5nYQFr","Electronic/Dance",31,"0.522",0.95,7,-2.612,0.0573,0.0062,0.00738,0.366,0.11,150.027,4903,"Concrete Angel - Coone & Code Black Remix","Gareth Emery",25,0.522,0.95,7,-2.612,0.0573,0.0062,0.00738,0.366,0.11,150.027,"Electronic/Dance"
"332","0xe4U2Evk1jaTnxQq2ohyP","Hip-Hop",66,"0.481",0.826,8,-3.113,0.106,0.0373,4.5e-05,0.204,0.429,199.977,5574,"Particula","Major Lazer",64,0.481,0.826,8,-3.113,0.106,0.0373,4.5e-05,0.204,0.429,199.977,"Hip-Hop"
"333","0xEAtUiTBYiHP4CnQgwSR0","Electronic/Dance",59,"0.402",0.868,1,-3.624,0.0777,0.00274,0.0721,0.0339,0.173,127.916,4778,"I Feel","JETFIRE",57,0.402,0.868,1,-3.624,0.0777,0.00274,0.0721,0.0339,0.173,127.916,"Electronic/Dance"
"334","0XGIUAzZeQ91PtkAQz4FVK","Hip-Hop",52,"0.748",0.609,10,-6.843,0.0396,0.0144,0,0.361,0.502,106.051,5666,"Hot Shit","Towkio",52,0.748,0.609,10,-6.843,0.0396,0.0144,0,0.361,0.502,106.051,"Hip-Hop"
"335","0xiOxkgv2Re8jeIC1iy4Pf","Pop",69,"danceability",0.863,6,-3.571,0.0483,0.0482,3.5e-05,0.0886,0.276,110.065,3749,"Does It Feel Like Falling (Feat. Trinidad Cardona)","Alex Aiono",71,0.71,0.863,6,-3.571,0.0483,0.0482,3.5e-05,0.0886,0.276,110.065,"Pop"
"336","0xirs4hvpPBhmuqc4eGQHM","Electronic/Dance",47,"0.507",0.932,6,-5.005,0.113,0.0167,0.00122,0.336,0.479,153.889,4953,"Focus","Egzod",46,0.507,0.932,6,-5.005,0.113,0.0167,0.00122,0.336,0.479,153.889,"Electronic/Dance"
"337","0XKdcMJcY9wRx81ZEOTjqy","Pop",41,"danceability",0.609,4,-7.092,0.276,0.453,0,0.218,0.447,66.767,3648,"Up To Something","Iyanya",41,0.663,0.609,4,-7.092,0.276,0.453,0,0.218,0.447,66.767,"Pop"
"338","0xKGPkn1RLsVifjDs4183v","Pop",72,"danceability",0.348,0,-9.107,0.0392,0.809,0,0.172,0.315,180.053,3459,"Place We Were Made","Maisie Peters",72,0.36,0.348,0,-9.107,0.0392,0.809,0,0.172,0.315,180.053,"Pop"
"339","0XQuWhRG7qD7OYHKsgt0BN","Hip-Hop",65,"0.951",0.661,7,-2.678,0.0612,0.397,0,0.0686,0.918,104.997,5760,"If","DaVido",65,0.951,0.661,7,-2.678,0.0612,0.397,0,0.0686,0.918,104.997,"Hip-Hop"
"340","0XUpKCZ7XQz7f4vg5TVVAU","Electronic/Dance",36,"danceability",0.811,7,-10.702,0.0454,0.00552,0.535,0.619,0.0314,126.016,4850,"Welcome To My House","Pryda",45,0.59,0.811,7,-10.702,0.0454,0.00552,0.535,0.619,0.0314,126.016,"Electronic/Dance"
"341","0Y1BHJjQjDhTnKCAsUEmGJ","Rock",50,"0.494",0.92,9,-1.975,0.118,0.152,0,0.138,0.736,174.85,7567,"Tainted Love","Imelda May",49,0.494,0.92,9,-1.975,0.118,0.152,0,0.138,0.736,174.85,"Rock"
"342","0Y2SrByf4G3kbq2nBEHQRn","Rock",73,"0.601",0.643,2,-5.828,0.0314,0.112,0.00209,0.088,0.557,128.262,7983,"Spirit In The Sky","Various Artists",73,0.601,0.643,2,-5.828,0.0314,0.112,0.00209,0.088,0.557,128.262,"Rock"
"343","0Y4tghyJhoAIwTUbz6LEIX","R&B",0,"0.733",0.59,1,-5.938,0.0995,0.00446,4e-06,0.119,0.302,148.019,6021,"Best Friends","PARTYNEXTDOOR",65,0.733,0.59,1,-5.938,0.0995,0.00446,4e-06,0.119,0.302,148.019,"Hip-Hop"
"344","0yRw2ep4jT61gVvJlCJJrM","Electronic/Dance",50,"danceability",0.4,7,-11.483,0.0517,0.00247,0.831,0.0691,0.403,121.015,4145,"Melato Nina","Sacha Robotti",49,0.888,0.4,7,-11.483,0.0517,0.00247,0.831,0.0691,0.403,121.015,"Electronic/Dance"
"345","0z0qRN3HNUCOG9y1R7umuD","Hip-Hop",71,"0.812",0.366,5,-10.245,0.447,0.36,0,0.0793,0.655,114.093,6041,"Do Like That","Korede Bello",70,0.812,0.366,5,-10.245,0.447,0.36,0,0.0793,0.655,114.093,"Hip-Hop"
"346","0z4Ryh7Qg9jKOQXzkUZLVK","Hip-Hop",48,"0.818",0.633,2,-5.598,0.105,0.0192,1.5e-05,0.0444,0.802,150,5428,"Front, Back & Side to Side","UGK",48,0.818,0.633,2,-5.598,0.105,0.0192,1.5e-05,0.0444,0.802,150,"Hip-Hop"
"347","0Zbbxnx4SGGHoIow4PpISP","Pop",83,"danceability",0.497,5,-5.763,0.0809,0.152,0,0.0911,0.419,99.137,3551,"Stargazing","Kygo",91,0.677,0.497,5,-5.763,0.0809,0.152,0,0.0911,0.419,99.137,"Pop"
"348","0zdxFAZATvQh934PgnYT8b","Hip-Hop",45,"0.541",0.73,7,-9.948,0.346,0.351,0,0.0952,0.617,203.948,5339,"Calee","Daphne",46,0.541,0.73,7,-9.948,0.346,0.351,0,0.0952,0.617,203.948,"Hip-Hop"
"349","0ze0oWr0DVCCKupIX0RKE4","Electronic/Dance",50,"0.608",0.944,11,-2.739,0.187,0.0733,0.000782,0.267,0.158,173.981,4515,"Bap U - Not Sorry Remix","Party Favor",49,0.608,0.944,11,-2.739,0.187,0.0733,0.000782,0.267,0.158,173.981,"Electronic/Dance"
"350","0ZGJjbzhgiPacsxMQQYgVl","Hip-Hop",33,"0.684",0.737,0,-6.095,0.17,0.0584,0,0.153,0.182,155.101,5547,"Cho Wavy De Gomenne (Remix)","JP THE WAVY",34,0.684,0.737,0,-6.095,0.17,0.0584,0,0.153,0.182,155.101,"Hip-Hop"
"351","0ZGkJlkTO2tqn6nRC3PSFj","Electronic/Dance",70,"0.514",0.862,0,-6.329,0.156,0.0319,0.171,0.119,0.487,126.112,4171,"Livin 4 Ya","MOTi",70,0.514,0.862,0,-6.329,0.156,0.0319,0.171,0.119,0.487,126.112,"Electronic/Dance"
"352","0ZiRSqlSsDlY0UyDYU9CTE","Pop",77,"danceability",0.745,7,-5.499,0.0307,0.0294,2e-04,0.0831,0.796,130.074,3948,"Unforgettable","Thomas Rhett",72,0.66,0.745,7,-5.499,0.0307,0.0294,2e-04,0.0831,0.796,130.074,"Pop"
"353","0ZoRoRqeaB43CFX8wsEM8m","Pop",64,"danceability",0.232,6,-10.186,0.0351,0.875,0,0.114,0.269,118.111,3395,"Uh Huh - Acoustic Version","Sara Farell",64,0.692,0.232,6,-10.186,0.0351,0.875,0,0.114,0.269,118.111,"Pop"
"354","0zRpsXMbE1oBv58A22BhKN","Hip-Hop",61,"0.812",0.625,7,-5.543,0.133,0.0385,0,0.0714,0.315,81.018,5360,"I Must Be High","South Park Mexican",61,0.812,0.625,7,-5.543,0.133,0.0385,0,0.0714,0.315,81.018,"Hip-Hop"
"355","10b9TrZBf0uP1EtAZHcKNh","Rock",45,"0.354",0.899,10,-8.459,0.1,0.0141,0,0.682,0.856,169.871,7893,"Daddy Cool / The Girl Cant Help It","Darts",45,0.354,0.899,10,-8.459,0.1,0.0141,0,0.682,0.856,169.871,"Rock"
"356","10C1ZwdAwSEmMeYAFvuTtv","Hip-Hop",64,"0.725",0.764,6,-4.893,0.0843,0.00117,9e-06,0.0773,0.607,99.962,5207,"Cant Believe (feat. Ty Dolla $ign & WizKid)","Kranium",64,0.725,0.764,6,-4.893,0.0843,0.00117,9e-06,0.0773,0.607,99.962,"Hip-Hop"
"357","10epFYqO8dugWGqiuv8A2v","Pop",0,"danceability",0.874,5,-3.893,0.0433,0.00368,0.0305,0.144,0.891,160.027,3736,"Your Love","Saskwatch",0,0.661,0.874,5,-3.893,0.0433,0.00368,0.0305,0.144,0.891,160.027,"Pop"
"358","10FvtrSamKWu4RGs1f2rXe","Hip-Hop",37,"0.629",0.801,9,-6.34,0.145,0.0356,0,0.125,0.209,99.848,6067,"Be With You","Dbanj",37,0.629,0.801,9,-6.34,0.145,0.0356,0,0.125,0.209,99.848,"Hip-Hop"
"359","10ghW1ocCdBfts6cQZtBgP","Electronic/Dance",40,"danceability",0.697,3,-5.993,0.0448,0.00145,0.658,0.461,0.31,128.01,4801,"Sapphire","Declan James",41,0.59,0.697,3,-5.993,0.0448,0.00145,0.658,0.461,0.31,128.01,"Electronic/Dance"
"360","10SLctKBLD3o2V6QhTREx7","Hip-Hop",52,"0.862",0.617,7,-6.16,0.17,0.0913,0.00346,0.108,0.236,149.935,5788,"No Stylist","Reese Laflare",53,0.862,0.617,7,-6.16,0.17,0.0913,0.00346,0.108,0.236,149.935,"Hip-Hop"
"361","11cPCZ0BYWJmAm7N8eDxtu","Rock",15,"0.529",0.806,10,-9.027,0.0806,0.747,0.00011,0.305,0.97,167.43,8148,"Johnny B. Goode - Single Version","Chuck Berry",15,0.529,0.806,10,-9.027,0.0806,0.747,0.00011,0.305,0.97,167.43,"Rock"
"362","11HCS8E6veZP3Mkf3f5Kal","Rock",27,"0.447",0.711,9,-6.514,0.0288,2.25e-05,0.788,0.113,0.161,105.27,7123,"Warmth of You","Planning For Burial",29,0.447,0.711,9,-6.514,0.0288,2.3e-05,0.788,0.113,0.161,105.27,"Rock"
"363","11HLyzoCyx8hXKXVmrg1Sy","Pop",52,"danceability",0.512,7,-14.62,0.0335,7.9e-05,0.0985,0.105,0.965,125.18,3226,"Wishful Thinking","China Crisis",52,0.67,0.512,7,-14.62,0.0335,7.9e-05,0.0985,0.105,0.965,125.18,"Pop"
"364","11hPcEmpwrSfBPTK3BLJfJ","Electronic/Dance",49,"danceability",0.79,10,-8.356,0.0348,0.00121,0.889,0.371,0.164,125.994,4949,"Mota-Mota","Markus Schulz",50,0.594,0.79,10,-8.356,0.0348,0.00121,0.889,0.371,0.164,125.994,"Electronic/Dance"
"365","11LmqTE2naFULdEP94AUBa","Rock",70,"0.494",0.677,6,-10.233,0.0452,0.184,0.0258,0.0926,0.272,101.539,8144,"Heart-Shaped Box","Nirvana",70,0.494,0.677,6,-10.233,0.0452,0.184,0.0258,0.0926,0.272,101.539,"Rock"
"366","11nv53N7ZnNTCgyl8yxvYd","Rock",32,"0.506",0.761,3,-9.765,0.0404,0.00938,0.782,0.298,0.746,112.511,7229,"Cannonball","The Breeders",27,0.506,0.761,3,-9.765,0.0404,0.00938,0.782,0.298,0.746,112.511,"Rock"
"367","11RUlvI7PSrbcxR90JWjTP","Rock",57,"0.613",0.717,1,-6.822,0.0648,0.0282,0,0.166,0.279,134.885,7381,"Celebrate","Dirty Heads",57,0.613,0.717,1,-6.822,0.0648,0.0282,0,0.166,0.279,134.885,"Rock"
"368","122vZqxDr7xtRuNhZZPUda","Electronic/Dance",67,"0.718",0.944,1,-5.041,0.0386,0.00518,0.477,0.114,0.328,125.004,4419,"All I Know","EDX",67,0.718,0.944,1,-5.041,0.0386,0.00518,0.477,0.114,0.328,125.004,"Electronic/Dance"
"369","12bCgkFnyyTI8B1OmmRhbx","Hip-Hop",63,"0.596",0.783,0,-4.356,0.0313,0.0506,0,0.181,0.341,127.018,5268,"The Spiteful Chant","Kendrick Lamar",63,0.596,0.783,0,-4.356,0.0313,0.0506,0,0.181,0.341,127.018,"Hip-Hop"
"370","12C6ufD5zOWsQGHQY7aXRM","Rock",64,"0.421",0.926,10,-2.427,0.0487,3.6e-05,0.000176,0.0822,0.594,92.023,7959,"The Violence","Rise Against",64,0.421,0.926,10,-2.427,0.0487,3.6e-05,0.000176,0.0822,0.594,92.023,"Rock"
"371","12GJcC8SdDYpkbHvFrgp1w","Hip-Hop",60,"0.875",0.855,11,-4.561,0.242,0.137,0,0.111,0.877,117.998,6119,"Artist","Zico",59,0.875,0.855,11,-4.561,0.242,0.137,0,0.111,0.877,117.998,"Hip-Hop"
"372","12HxNNeyTj1TX9UHCz9sg3","Hip-Hop",43,"0.546",0.328,0,-15.63,0.464,0.833,0.483,0.36,0.786,84.106,5190,"Sun Toucher - Instrumental","emune",43,0.546,0.328,0,-15.63,0.464,0.833,0.483,0.36,0.786,84.106,"Hip-Hop"
"373","12KUFSHFgT0XCoiSlvdQi4","Pop",72,"danceability",0.702,7,-5.324,0.0455,0.0064,4.4e-05,0.204,0.254,129.956,3739,"Break Free","Ariana Grande",72,0.687,0.702,7,-5.324,0.0455,0.0064,4.4e-05,0.204,0.254,129.956,"Pop"
"374","12lZTPlXwUtrQuhEty6098","Pop",77,"danceability",0.695,7,-4.973,0.0897,0.00629,0,0.0319,0.607,122.028,3731,"Raise Your Glass","P!nk",77,0.7,0.695,7,-4.973,0.0897,0.00629,0,0.0319,0.607,122.028,"Pop"
"375","12MbRrnH3ttHCol8xGNlRL","Rock",40,"0.551",0.949,9,-4.849,0.0808,0.000887,0.0114,0.34,0.555,97.334,7865,"Feather in the Breeze","Big Hat",40,0.551,0.949,9,-4.849,0.0808,0.000887,0.0114,0.34,0.555,97.334,"Rock"
"376","12mGwph2YzDIlChtq3EdXP","Electronic/Dance",80,"danceability",0.953,2,-3.74,0.0353,0.0244,0.0164,0.108,0.397,142.011,4632,"Alone","Marshmello",80,0.636,0.953,2,-3.74,0.0353,0.0244,0.0164,0.108,0.397,142.011,"Electronic/Dance"
"377","135TYaJ0WsivC2Zk7MEX4Y","Electronic/Dance",52,"0.561",0.725,9,-7.212,0.042,0.00358,0.857,0.0872,0.117,127.993,4523,"Project T - Martin Garrix Remix","Dimitri Vegas & Like Mike",52,0.561,0.725,9,-7.212,0.042,0.00358,0.857,0.0872,0.117,127.993,"Electronic/Dance"
"378","13Q181hr7GwU3MSYZUFSZc","Hip-Hop",59,"0.772",0.438,1,-10.836,0.505,0.222,0,0.127,0.263,85.742,5844,"Stay Over There (feat. YFN Lucci & Kolyon)","Mozzy",59,0.772,0.438,1,-10.836,0.505,0.222,0,0.127,0.263,85.742,"Hip-Hop"
"379","13VVkXQvrhw1bOJQdxfbz7","Pop",2,"danceability",0.494,5,-8.287,0.026,0.111,9.5e-05,0.0977,0.439,97.536,3548,"Rouse Yourself","JC Brooks & The Uptown Sound",1,0.687,0.494,5,-8.287,0.026,0.111,9.5e-05,0.0977,0.439,97.536,"Pop"
"380","144VTMTXicEwTOJQPcrpAF","Rock",57,"0.165",0.919,5,-5.321,0.143,0.00113,0,0.395,0.301,83.382,7491,"Heres To The Heartache","Nothing More",57,0.165,0.919,5,-5.321,0.143,0.00113,0,0.395,0.301,83.382,"Rock"
"381","14cikDRwGYOB1UfdA44V4P","Pop",35,"danceability",0.744,2,-5.788,0.0464,0.337,0,0.075,0.561,94.028,3852,"Feelin It","Home Free",35,0.675,0.744,2,-5.788,0.0464,0.337,0,0.075,0.561,94.028,"Pop"
"382","14v9jD6pDx98IHsVL9yTqE","Hip-Hop",58,"0.872",0.352,8,-14.924,0.0932,0.784,3e-06,0.0916,0.941,119.974,5245,"Hotel Room","Felly",58,0.872,0.352,8,-14.924,0.0932,0.784,3e-06,0.0916,0.941,119.974,"Hip-Hop"
"383","154KDlhMknfn1Q9tbMIgOF","Electronic/Dance",48,"0.805",0.645,9,-3.786,0.0353,0.131,0.0148,0.301,0.387,121.997,4418,"You Care","Sons Of Maria",50,0.805,0.645,9,-3.786,0.0353,0.131,0.0148,0.301,0.387,121.997,"Electronic/Dance"
"384","15BsrefgYpMgu1ZCIr8EJw","Rock",58,"0.583",0.926,0,-3.296,0.0318,0.00298,0.00101,0.121,0.208,99.988,7596,"Painkiller","DREAMERS",59,0.583,0.926,0,-3.296,0.0318,0.00298,0.00101,0.121,0.208,99.988,"Rock"
"385","15ezz1Wt8XsDRHjnatOHTf","Electronic/Dance",49,"0.454",0.95,5,-4.569,0.248,0.00144,0.000765,0.53,0.313,150.034,4984,"Risen Again (2017 Hardstyle Dna Anthem)","Forever Lost",50,0.454,0.95,5,-4.569,0.248,0.00144,0.000765,0.53,0.313,150.034,"Electronic/Dance"
"386","15G8Imd0u0TBhBnqjAQypZ","Hip-Hop",34,"0.847",0.671,0,-8.053,0.0597,0.0163,0.0632,0.0833,0.823,125.994,5477,"Xigubu","DJ Ganyani",41,0.847,0.671,0,-8.053,0.0597,0.0163,0.0632,0.0833,0.823,125.994,"Hip-Hop"
"387","15grd5NA9jOMUxH7EOir8o","Hip-Hop",56,"0.718",0.694,0,-4.783,0.173,0.328,0,0.149,0.405,139.013,6147,"Dial Up","Kirk Knight",54,0.718,0.694,0,-4.783,0.173,0.328,0,0.149,0.405,139.013,"Hip-Hop"
"388","15mlPrdH10GLQJafz07Q8X","Rock",57,"0.681",0.447,0,-8.83,0.0477,0.553,4e-06,0.122,0.762,99.418,7993,"Casey Jones - 2001 Remastered Version","Grateful Dead",57,0.681,0.447,0,-8.83,0.0477,0.553,4e-06,0.122,0.762,99.418,"Rock"
"389","15muuXcaTz4RqVv1fJZuBZ","Hip-Hop",42,"0.745",0.656,7,-4.482,0.0591,0.135,0,0.166,0.592,155.934,5632,"Everyday We Lit (Remix)","YFN Lucci",36,0.745,0.656,7,-4.482,0.0591,0.135,0,0.166,0.592,155.934,"Hip-Hop"
"390","15qe3YIRh8hl9XAXODXQHW","Rock",45,"0.726",0.601,6,-7.95,0.0312,0.0596,0,0.0989,0.65,92.018,8201,"Halfway There","Sheryl Crow",45,0.726,0.601,6,-7.95,0.0312,0.0596,0,0.0989,0.65,92.018,"Rock"
"391","15U08K3h4Hd39sLdh7wK1k","Electronic/Dance",34,"0.663",0.869,1,-5.147,0.0384,0.029,0.0187,0.0868,0.492,139.966,4496,"Its You","Neon Bunny",34,0.663,0.869,1,-5.147,0.0384,0.029,0.0187,0.0868,0.492,139.966,"Electronic/Dance"
"392","15VRO9CQwMpbqUYA7e6Hwg","Rock",66,"0.485",0.738,1,-8.884,0.101,0.406,8.8e-05,0.514,0.466,114.713,7608,"The Man Who Sold The World","Nirvana",66,0.485,0.738,1,-8.884,0.101,0.406,8.8e-05,0.514,0.466,114.713,"Rock"
"393","164EnZMFkzwI02U78jSzvW","Rock",44,"0.503",0.596,3,-7.256,0.0306,0.0259,1.6e-05,0.0956,0.146,115.018,8162,"Til Kingdom Come","Pop Evil",45,0.503,0.596,3,-7.256,0.0306,0.0259,1.6e-05,0.0956,0.146,115.018,"Rock"
"394","16GHcGtW9Io7AuVdNmTjv3","Pop",49,"danceability",0.862,11,-3.363,0.255,0.071,0,0.211,0.472,159.841,3235,"Live Your Life - feat. Rihanna","T.I.",44,0.375,0.862,11,-3.363,0.255,0.071,0,0.211,0.472,159.841,"Pop"
"395","16pGi1ZNrsPvx5TD8oFleb","Rock",45,"0.497",0.749,2,-6.746,0.0447,0.518,0.000567,0.0902,0.712,91.976,7851,"Left Turn On a Red Light","Blackfoot",44,0.497,0.749,2,-6.746,0.0447,0.518,0.000567,0.0902,0.712,91.976,"Rock"
"396","16sg1ZGkkdMoBSyd0jVJs9","Electronic/Dance",46,"0.827",0.877,10,-7.261,0.0454,0.001,0.919,0.0932,0.745,122.007,4023,"Renegade - Edit","Hot Since 82",48,0.827,0.877,10,-7.261,0.0454,0.001,0.919,0.0932,0.745,122.007,"Electronic/Dance"
"397","17larILaMHwsprsMFnYI77","Hip-Hop",46,"0.778",0.578,9,-7.22,0.274,0.432,0,0.138,0.763,84.487,5991,"Big Poppa","Various Artists",51,0.778,0.578,9,-7.22,0.274,0.432,0,0.138,0.763,84.487,"Hip-Hop"
"398","17NMMjZKKqQteiE2AV13T9","Rock",66,"0.559",0.705,8,-2.741,0.03,0.0034,0.000163,0.658,0.25,97.993,7855,"Cant Get It Out","Brand New",65,0.559,0.705,8,-2.741,0.03,0.0034,0.000163,0.658,0.25,97.993,"Rock"
"399","17tEn2qn35JcwmNfNaJucD","Electronic/Dance",59,"danceability",0.802,8,-6.588,0.103,0.016,0,0.123,0.451,94.959,4221,"Driveway","culpriit",63,0.597,0.802,8,-6.588,0.103,0.016,0,0.123,0.451,94.959,"Electronic/Dance"
"400","17tsMKMSuViTcnDiYwL2tQ","Hip-Hop",60,"0.73",0.726,6,-3.862,0.162,0.0695,0,0.155,0.338,120.08,5083,"Post & Delete","Zoey Dollaz",65,0.73,0.726,6,-3.862,0.162,0.0695,0,0.155,0.338,120.08,"Hip-Hop"
"401","17wXLFsvZVX14x9SntU58w","Soul",48,"0.768",0.49,9,-12.678,0.274,0.138,0,0.0402,0.763,112.504,5024,"Think (About It)","Various Artists",47,0.768,0.49,9,-12.678,0.274,0.138,0,0.0402,0.763,112.504,"Electronic/Dance"
"402","18cf7hEn3BeBBgi0174WZq","Rock",37,"0.517",0.967,0,-3.3,0.0477,0.000144,0.000854,0.065,0.741,94.907,7102,"Out Here All Night","Damone",37,0.517,0.967,0,-3.3,0.0477,0.000144,0.000854,0.065,0.741,94.907,"Rock"
"403","18rrsiC8d16IxvgyvBeFPc","Rock",44,"0.755",0.869,9,-9.271,0.0572,0.383,0.00162,0.351,0.786,138.896,7522,"Long Cool Woman (In A Black Dress) - 2003 Remastered Version","The Hollies",45,0.755,0.869,9,-9.271,0.0572,0.383,0.00162,0.351,0.786,138.896,"Rock"
"404","18ZK9RiSZdZVTkzVFw0yin","Pop",73,"danceability",0.415,9,-6.578,0.0289,0.797,0,0.107,0.425,175.537,3919,"It Aint me - Acoustic","Sara Farell",73,0.354,0.415,9,-6.578,0.0289,0.797,0,0.107,0.425,175.537,"Pop"
"405","191HHrs8Bwa8VZ4IJ2iG67","Pop",23,"danceability",0.653,9,-7.2,0.36,0.7,0,0.944,0.317,108.36,3630,"Medley: Killer Queen / Bohemian Rhapsody / Somebody To Love","The Sing-Off",23,0.438,0.653,9,-7.2,0.36,0.7,0,0.944,0.317,108.36,"Pop"
"406","191w0Z04ktB8QjlRLSqmNq","Pop",46,"danceability",0.422,8,-10.088,0.032,0.0965,0.0369,0.059,0.503,90.022,3252,"Baby (Radio Edit)","The Phenomenal Handclap Band",47,0.679,0.422,8,-10.088,0.032,0.0965,0.0369,0.059,0.503,90.022,"Pop"
"407","19djjZHUwqKJbVfYlZ1d5o","Hip-Hop",61,"0.601",0.681,9,-5.171,0.324,0.58,0,0.0934,0.569,98.078,5875,"LEG OVER","Mr Eazi",61,0.601,0.681,9,-5.171,0.324,0.58,0,0.0934,0.569,98.078,"Hip-Hop"
"408","19EQUqnUXEeiBrY10JhPEF","Rock",54,"0.606",0.75,8,-4.535,0.0306,0.00264,0.000788,0.321,0.79,126.316,8089,"Its My Life","No Doubt",54,0.606,0.75,8,-4.535,0.0306,0.00264,0.000788,0.321,0.79,126.316,"Rock"
"409","19f6MVdX9dLFerHynoM5im","Pop",66,"danceability",0.364,2,-9.438,0.0299,0.851,0,0.124,0.572,167.876,3892,"Scars To Your Beautiful","Thomas Daniel",66,0.521,0.364,2,-9.438,0.0299,0.851,0,0.124,0.572,167.876,"Pop"
"410","19fm0eNKTeg1JbHCHwPhLe","Pop",54,"danceability",0.861,11,-5.916,0.0324,0.0369,0,0.0942,0.756,104.027,3300,"All Star","Smash Mouth",54,0.738,0.861,11,-5.916,0.0324,0.0369,0,0.0942,0.756,104.027,"Pop"
"411","19J1kwHa3sgxLwaWDleGhd","Rock",48,"0.379",0.53,0,-11.281,0.0313,0.664,4e-06,0.14,0.574,159.177,7211,"Whole Lotta Shakin Going On","Jerry Lee Lewis",48,0.379,0.53,0,-11.281,0.0313,0.664,4e-06,0.14,0.574,159.177,"Rock"
"412","19m9hCeDe1XXB4NLtUrctp","Electronic/Dance",44,"0.704",0.962,7,-3.095,0.115,0.0058,0.128,0.22,0.0727,127.997,4933,"Cascade - Original Mix","Tommy Trash",44,0.704,0.962,7,-3.095,0.115,0.0058,0.128,0.22,0.0727,127.997,"Electronic/Dance"
"413","19PkDncNBx7csrF34P1FMz","Rock",47,"0.462",0.651,2,-7.482,0.0361,0.173,0,0.243,0.946,168.136,8006,"Hey Rosalie","Micke Muster",47,0.462,0.651,2,-7.482,0.0361,0.173,0,0.243,0.946,168.136,"Rock"
"414","19TkHF0HPSjDtCIFJzE6qF","Pop",64,"danceability",0.098,9,-16.191,0.0354,0.873,0,0.162,0.612,175.507,3901,"Your Song - Acoustic","Halloran & Kate",65,0.512,0.098,9,-16.191,0.0354,0.873,0,0.162,0.612,175.507,"Pop"
"415","19W5OTEcQI3ZoRW1HERMyy","Rock",72,"0.652",0.295,2,-11.045,0.0477,0.281,1e-05,0.0809,0.202,75.065,7962,"Cancer","Twenty One Pilots",72,0.652,0.295,2,-11.045,0.0477,0.281,1e-05,0.0809,0.202,75.065,"Rock"
"416","19X7O2SlQNMkiJEjVYN6ts","Rock",0,"0.269",0.887,0,-5.465,0.0533,7.8e-05,1e-06,0.122,0.834,101.568,7301,"Dancing With Myself","Various Artists",0,0.269,0.887,0,-5.465,0.0533,7.8e-05,1e-06,0.122,0.834,101.568,"Rock"
"417","19YKR4OwDzWqEy527SnaCa","Pop",20,"danceability",0.907,5,-3.004,0.0322,0.00065,0,0.13,0.909,126.051,3545,"Shock To The System","Eli Paperboy Reed",22,0.663,0.907,5,-3.004,0.0322,0.00065,0,0.13,0.909,126.051,"Pop"
