"","songid","category.x","popularity.x","danceability.x","energy.x","key.x","loudness.x","speechiness.x","acousticness.x","instrumentalness.x","liveness.x","valence.x","tempo.x","X","song_title","artist_name","popularity.y","danceability.y","energy.y","key.y","loudness.y","speechiness.y","acousticness.y","instrumentalness.y","liveness.y","valence.y","tempo.y","category.y"
"1","005lwxGU1tms6HGELIcUv9","Pop",66,"danceability",0.76,5,-3.173,0.0677,0.00223,0,0.132,0.711,129.996,3943,"I Kissed a Girl","Katy Perry",66,0.699,0.76,5,-3.173,0.0677,0.00223,0,0.132,0.711,129.996,"Pop"
"2","00DcwM45CMDjGChnoFRQ6y","Hip-Hop",76,"0.782",0.566,1,-7.498,0.257,0.00648,1.5e-05,0.221,0.0588,156.012,5460,"Ex Calling","6LACK",75,0.782,0.566,1,-7.498,0.257,0.00648,1.5e-05,0.221,0.0588,156.012,"Hip-Hop"
"3","00FaBIFXUfzaaVcsQmTTJY","Pop",57,"danceability",0.852,11,-6.186,0.121,0.0128,0,0.366,0.806,143.004,3660,"Cant Hold Us","Pentatonix",57,0.657,0.852,11,-6.186,0.121,0.0128,0,0.366,0.806,143.004,"Pop"
"4","00GYNdeBpo0QtByS8MIi9q","Electronic/Dance",67,"0.517",0.66,5,-6.175,0.0315,3.4e-05,0.252,0.571,0.075,90.007,5013,"Meridian","ODESZA",65,0.517,0.66,5,-6.175,0.0315,3.4e-05,0.252,0.571,0.075,90.007,"Electronic/Dance"
"5","00K9plvzFoHEJ71fnVy7J4","Electronic/Dance",24,"0.618",0.856,0,-10.188,0.0443,0.0019,0.725,0.12,0.276,124.993,4071,"Pasilda - Erick Morillo Remix","Afro Medusa",39,0.618,0.856,0,-10.188,0.0443,0.0019,0.725,0.12,0.276,124.993,"Electronic/Dance"
"6","00lMz2LLP4tTBK1EQs5fSZ","Electronic/Dance",59,"0.655",0.638,1,-10.314,0.0436,0.0118,0.89,0.0325,0.0623,119.997,4342,"Shortline - Thomas Jack Remix","Thomas Jack",58,0.655,0.638,1,-10.314,0.0436,0.0118,0.89,0.0325,0.0623,119.997,"Electronic/Dance"
"7","00X2yv2vrtritPt2CZnUTZ","Hip-Hop",70,"0.784",0.7,7,-7.649,0.108,0.491,0,0.108,0.76,82.028,6091,"Bené","PNL",69,0.784,0.7,7,-7.649,0.108,0.491,0,0.108,0.76,82.028,"Hip-Hop"
"8","01kYL8egWVVF09irxev3dh","Hip-Hop",1,"0.76",0.778,11,-6.981,0.0769,0.000694,0,0.348,0.52,131.008,5511,"The Recipe - Bonus Track","Kendrick Lamar",1,0.76,0.778,11,-6.981,0.0769,0.000694,0,0.348,0.52,131.008,"Hip-Hop"
"9","02bT4Tb5OOTiZ3t7NDru0D","Rock",33,"0.682",0.629,6,-3.328,0.042,0.0147,0.000418,0.0918,0.631,109.035,7039,"Give It Up","The Beaches",33,0.682,0.629,6,-3.328,0.042,0.0147,0.000418,0.0918,0.631,109.035,"Rock"
"10","02DaqClSJTt95OvsiroP5j","Hip-Hop",45,"0.387",0.617,11,-6.277,0.151,0.0134,0,0.115,0.558,90.502,6105,"My Jam","Bobby Brackins",44,0.387,0.617,11,-6.277,0.151,0.0134,0,0.115,0.558,90.502,"Hip-Hop"
"11","02dcOQGdOgZyErpbJT4hr5","Pop",59,"danceability",0.309,1,-9.394,0.0337,0.852,0,0.121,0.473,134.654,3996,"Swalla - Acoustic Version","Missy & Blonde",59,0.555,0.309,1,-9.394,0.0337,0.852,0,0.121,0.473,134.654,"Pop"
"12","02eF4Cx7c8eiHWLDQKesTK","Electronic/Dance",47,"0.739",0.597,6,-10.88,0.0384,0.0215,0.57,0.0818,0.142,118.014,4481,"Fix","Punctual",49,0.739,0.597,6,-10.88,0.0384,0.0215,0.57,0.0818,0.142,118.014,"Electronic/Dance"
"13","02lTDOxHeXTHsdwXoz6lpC","Rock",61,"0.269",0.895,9,-6.382,0.118,0.083,0.00266,0.153,0.16,168.479,7950,"In The Meantime","Spacehog",61,0.269,0.895,9,-6.382,0.118,0.083,0.00266,0.153,0.16,168.479,"Rock"
"14","02Mi004CiPgXrIUUwwLYBq","Electronic/Dance",30,"0.656",0.829,10,-10.565,0.0337,0.0126,0.0697,0.0747,0.489,106.368,4747,"Burn (feat. Jason Walker) - Edit","Honey Dijon",30,0.656,0.829,10,-10.565,0.0337,0.0126,0.0697,0.0747,0.489,106.368,"Electronic/Dance"
"15","02Msss3kY3GSGgeY8oUGMF","Rock",13,"0.542",0.682,6,-6.285,0.0284,0.0247,0,0.489,0.744,79.978,7828,"Raise Hell","Dorothy",13,0.542,0.682,6,-6.285,0.0284,0.0247,0,0.489,0.744,79.978,"Rock"
"16","02zZBcNlV3xcWQ8KbeBYoB","Electronic/Dance",47,"0.42",0.942,2,-4.313,0.0505,0.0525,0.554,0.0827,0.484,146.085,4764,"Nobody But You","KRANE",52,0.42,0.942,2,-4.313,0.0505,0.0525,0.554,0.0827,0.484,146.085,"Electronic/Dance"
"17","03BZggizDe9Z7WWMT6Lj8U","Rock",32,"0.433",0.448,9,-13.164,0.0284,0.00472,0.769,0.221,0.82,155.999,7186,"Creepers (Young Love)","Jessie Baylin",32,0.433,0.448,9,-13.164,0.0284,0.00472,0.769,0.221,0.82,155.999,"Rock"
"18","03kq7QJpAOB4aCFqHLbtwR","Hip-Hop",53,"0.574",0.762,4,-7.256,0.383,0.104,0,0.0787,0.549,138.695,5610,"Dont Take It Personal","Cadet",53,0.574,0.762,4,-7.256,0.383,0.104,0,0.0787,0.549,138.695,"Hip-Hop"
"19","048mri6WyEH7cPHHJ9wFH2","Electronic/Dance",35,"0.616",0.911,0,-3.718,0.102,0.117,0.0038,0.0569,0.603,125.114,4909,"Once Upon A Time","7 Skies",49,0.616,0.911,0,-3.718,0.102,0.117,0.0038,0.0569,0.603,125.114,"Electronic/Dance"
"20","04RTTSeABllfRIqdlUNq8Q","Rock",2,"0.636",0.773,9,-7.044,0.0301,0.00333,0.196,0.0618,0.897,133.788,8028,"If You Cant Give Me Love","Suzi Quatro",2,0.636,0.773,9,-7.044,0.0301,0.00333,0.196,0.0618,0.897,133.788,"Rock"
"21","04UVqH7qE1vPhtuN9kud5E","Rock",47,"0.641",0.484,3,-6.108,0.0265,0.612,0,0.125,0.514,109.911,8117,"Last Love Song","ZZ Ward",47,0.641,0.484,3,-6.108,0.0265,0.612,0,0.125,0.514,109.911,"Rock"
"22","04vgtSKmnqKu5GZb5GGsF4","Rock",4,"0.575",0.959,4,-2.75,0.0576,0.00772,0.166,0.269,0.487,123.967,7353,"Highway Tune","Greta Van Fleet",2,0.575,0.959,4,-2.75,0.0576,0.00772,0.166,0.269,0.487,123.967,"Rock"
"23","04wE70zoYM5Pckgw36dWBq","Hip-Hop",37,"0.86",0.674,9,-5.878,0.339,0.0912,0.00159,0.0322,0.602,77.005,5162,"Hard Knock Life (The Ghetto Anthem)","JAY Z",32,0.86,0.674,9,-5.878,0.339,0.0912,0.00159,0.0322,0.602,77.005,"Hip-Hop"
"24","04YPrSYUfkbQuCuAI38Sim","Electronic/Dance",47,"0.609",0.919,6,-2.361,0.0561,0.0407,0.41,0.161,0.181,127.96,4208,"Get It Up (DLDK Amsterdam 2016 Anthem)","Sem Vox",46,0.609,0.919,6,-2.361,0.0561,0.0407,0.41,0.161,0.181,127.96,"Electronic/Dance"
"25","053IpBG54eZGst2seKHB6g","Rock",3,"0.457",0.849,1,-2.369,0.0353,0.0503,0,0.127,0.383,91.991,7712,"For You","All That Remains",4,0.457,0.849,1,-2.369,0.0353,0.0503,0,0.127,0.383,91.991,"Rock"
"26","059NFe0ekQGQTL3i8TYttr","Rock",10,"0.405",0.905,2,-2.572,0.0327,5.4e-05,0.0501,0.235,0.703,157.228,8109,"I Got My Eyes On You","George Thorogood",8,0.405,0.905,2,-2.572,0.0327,5.4e-05,0.0501,0.235,0.703,157.228,"Rock"
"27","05h42SuH5WMgxNGEy7dbcY","Electronic/Dance",59,"0.775",0.883,11,-5.83,0.0703,0.00433,0.346,0.057,0.682,125.006,4193,"I Want You","Various Artists",59,0.775,0.883,11,-5.83,0.0703,0.00433,0.346,0.057,0.682,125.006,"Electronic/Dance"
"28","05hdZ0YRqAg6qsgV1ee3LE","Hip-Hop",77,"0.745",0.682,5,-5.85,0.0964,0.131,0,0.119,0.196,135.065,5126,"Ill Find You","Lecrae",77,0.745,0.682,5,-5.85,0.0964,0.131,0,0.119,0.196,135.065,"Hip-Hop"
"29","05oQCqMlB0VyTcFqo9TZSx","Hip-Hop",55,"0.831",0.577,1,-4.185,0.504,0.473,1e-06,0.152,0.423,157.969,5839,"Same Set","Young M.A",55,0.831,0.577,1,-4.185,0.504,0.473,1e-06,0.152,0.423,157.969,"Hip-Hop"
"30","05Py3s5QEjuLPbXEP8zlF5","Electronic/Dance",29,"danceability",0.994,7,-7.057,0.055,2.1e-05,0.894,0.166,0.218,126.002,4771,"Bliss (feat. Mitch de Klein) - Radio Edit","Gina Turner",30,0.767,0.994,7,-7.057,0.055,2.1e-05,0.894,0.166,0.218,126.002,"Electronic/Dance"
"31","05Ym3yZAqBuo7HnF4PkuBP","Electronic/Dance",36,"0.626",0.808,1,-7.588,0.0424,5.1e-05,0.731,0.813,0.0381,126.004,4537,"Dynamik","Various Artists",38,0.626,0.808,1,-7.588,0.0424,5.1e-05,0.731,0.813,0.0381,126.004,"Electronic/Dance"
"32","05yYceDA8edH0L98bYCQOs","Electronic/Dance",65,"0.567",0.791,5,-4.631,0.0772,0.0622,0.0117,0.112,0.16,149.903,4431,"Destiny","Headhunterz",66,0.567,0.791,5,-4.631,0.0772,0.0622,0.0117,0.112,0.16,149.903,"Electronic/Dance"
"33","05ZL7014sMgCT8M4D05TDa","Hip-Hop",56,"0.836",0.529,10,-9.793,0.0388,0.0262,0,0.0981,0.575,114.098,5569,"See You There","Tidus",56,0.836,0.529,10,-9.793,0.0388,0.0262,0,0.0981,0.575,114.098,"Hip-Hop"
"34","062qh9OokAJELidbTxVSba","Hip-Hop",55,"0.817",0.444,0,-7.533,0.632,0.184,0,0.408,0.726,99.456,5482,"Ridin Around","DJ Mustard",55,0.817,0.444,0,-7.533,0.632,0.184,0,0.408,0.726,99.456,"Hip-Hop"
"35","06h7n5DewHqOu8bwsTfhoL","Rock",54,"0.553",0.927,2,-4.327,0.0363,0.0484,0,0.0563,0.392,104.932,7435,"The Wanting","J. Roddy Walston & The Business",54,0.553,0.927,2,-4.327,0.0363,0.0484,0,0.0563,0.392,104.932,"Rock"
"36","06JprR8etx1u9C9k55lT1x","Rock",37,"0.419",0.967,9,-3.349,0.087,0.537,4.9e-05,0.186,0.841,147.158,7519,"I Get Around - Live","Red Hot Chili Peppers",38,0.419,0.967,9,-3.349,0.087,0.537,4.9e-05,0.186,0.841,147.158,"Rock"
"37","06SUr4a7Jh2ACHf8PfT9PF","Electronic/Dance",49,"0.596",0.862,6,-4.957,0.313,0.0602,0.00116,0.138,0.577,145.057,4126,"Right Here - QUIX Remix","Keys N Krates",49,0.596,0.862,6,-4.957,0.313,0.0602,0.00116,0.138,0.577,145.057,"Electronic/Dance"
"38","071wmdZJxlDspBpKNtV0HL","Pop",33,"danceability",0.27,3,-12.131,0.0313,0.818,5.5e-05,0.102,0.233,67.013,3931,"Fix You","Straight No Chaser",33,0.292,0.27,3,-12.131,0.0313,0.818,5.5e-05,0.102,0.233,67.013,"Pop"
"39","074Gs4Omblzhjx6XOrIl3b","Pop",21,"danceability",0.755,6,-5.781,0.0385,0.131,1e-06,0.0459,0.546,105.008,3388,"Famous","ROZES",57,0.766,0.755,6,-5.781,0.0385,0.131,1e-06,0.0459,0.546,105.008,"Pop"
"40","07AjyDeE85pDr4Dj8BzgWB","Pop",51,"danceability",0.782,11,-10.052,0.235,0.0142,0.00102,0.0673,0.75,80.753,3241,"Im Shakin","Jack White",51,0.586,0.782,11,-10.052,0.235,0.0142,0.00102,0.0673,0.75,80.753,"Pop"
"41","07BCFbk1oCwf80lemfyzK6","Electronic/Dance",54,"0.631",0.945,0,-3.674,0.04,0.0287,0.913,0.967,0.406,127.983,4964,"Overdrive","Calvin Harris",54,0.631,0.945,0,-3.674,0.04,0.0287,0.913,0.967,0.406,127.983,"Electronic/Dance"
"42","07dYGGSrzPeg6a3KZjWX65","Pop",70,"danceability",0.535,10,-6.069,0.0641,0.0314,0.0017,0.141,0.295,96.982,3724,"Boyfriend","Justin Bieber",70,0.719,0.535,10,-6.069,0.0641,0.0314,0.0017,0.141,0.295,96.982,"Pop"
"43","07fbkwrK9JAa5kprNHXqqx","Hip-Hop",49,"0.843",0.525,0,-7.863,0.342,0.0335,0,0.143,0.645,100.067,5537,"Gets My Staccs","G Perico",49,0.843,0.525,0,-7.863,0.342,0.0335,0,0.143,0.645,100.067,"Hip-Hop"
"44","07HrxwZqh0R2QGg0mABuYA","Electronic/Dance",44,"0.434",0.533,0,-10.976,0.061,0.612,0.00163,0.0888,0.0487,114.857,4323,"Take","Echos",44,0.434,0.533,0,-10.976,0.061,0.612,0.00163,0.0888,0.0487,114.857,"Electronic/Dance"
"45","07xqEXAcgs1AsE3c7EGBgm","Electronic/Dance",59,"0.78",0.532,8,-8.448,0.164,0.321,3.9e-05,0.0847,0.48,94.035,4185,"With You (Hazey Eyes Remix) [feat. Quinn XCII]","Illenium",59,0.78,0.532,8,-8.448,0.164,0.321,3.9e-05,0.0847,0.48,94.035,"Electronic/Dance"
"46","07zkNvtcmPOFlMOXbma13k","Pop",13,"danceability",0.838,0,-6.932,0.0725,0.0154,0.0608,0.0454,0.794,121.242,3543,"Sussudio","Phil Collins",13,0.736,0.838,0,-6.932,0.0725,0.0154,0.0608,0.0454,0.794,121.242,"Pop"
"47","087OBLtoeS3Q6j0k6tMNAI","Rock",68,"0.486",0.867,7,-5.483,0.0295,0.0237,2e-06,0.155,0.27,92.757,7776,"Closing Time","Semisonic",68,0.486,0.867,7,-5.483,0.0295,0.0237,2e-06,0.155,0.27,92.757,"Rock"
"48","08bymSahrAUpabFR6YSiy9","Hip-Hop",58,"0.556",0.373,11,-10.863,0.48,0.313,0,0.272,0.481,111.164,6110,"blkjuptr","Smino",58,0.556,0.373,11,-10.863,0.48,0.313,0,0.272,0.481,111.164,"Hip-Hop"
"49","08m7pwirwY6h90JE8dZ3D3","Rock",48,"0.687",0.872,0,-9.716,0.0397,0.097,0.00889,0.283,0.772,92.017,8048,"59 Ford","The Firebirds",48,0.687,0.872,0,-9.716,0.0397,0.097,0.00889,0.283,0.772,92.017,"Rock"
"50","08X9m3tpcthgrItjPVAmCu","Hip-Hop",27,"0.837",0.481,10,-8.522,0.0801,0.12,0,0.309,0.563,122.98,5738,"Devastated","Joey Bada$$",23,0.837,0.481,10,-8.522,0.0801,0.12,0,0.309,0.563,122.98,"Hip-Hop"
"51","091RQyg80G5cv9KeYAG51x","Electronic/Dance",54,"danceability",0.892,5,-6.105,0.069,0.000914,0.844,0.296,0.324,126,4366,"Melo - Erics Special Edit","Eric Prydz",52,0.569,0.892,5,-6.105,0.069,0.000914,0.844,0.296,0.324,126,"Electronic/Dance"
"52","09edPEy68s7QHLbR1Ol2I5","Electronic/Dance",54,"0.825",0.983,1,-2.526,0.0836,0.0347,0.035,0.0467,0.622,127.973,4744,"When The Funk Drops","Deorro",54,0.825,0.983,1,-2.526,0.0836,0.0347,0.035,0.0467,0.622,127.973,"Electronic/Dance"
"53","09hctAvAEUpm7MKl1RBK2j","Rock",51,"0.448",0.796,2,-7.896,0.0283,0.000274,0.443,0.171,0.573,97.178,7591,"Revolve","Melvins",51,0.448,0.796,2,-7.896,0.0283,0.000274,0.443,0.171,0.573,97.178,"Rock"
"54","09vo2ONA0zTN9qcz3bT3NO","Hip-Hop",54,"0.734",0.572,10,-7.577,0.0372,0.183,0,0.0748,0.485,130.054,5620,"Options","Moh Flow",52,0.734,0.572,10,-7.577,0.0372,0.183,0,0.0748,0.485,130.054,"Hip-Hop"
"55","09YA1Ma4NhmKCu9VHdQMcU","Pop",57,"danceability",0.771,9,-6.529,0.0321,0.0341,0,0.107,0.687,124.016,3594,"Wish I Was Sober","Rhys Lewis",60,0.69,0.771,9,-6.529,0.0321,0.0341,0,0.107,0.687,124.016,"Pop"
"56","0a67pxyHQ2JLuUGmVcWRWs","Pop",64,"danceability",0.136,7,-12.725,0.0589,0.935,0,0.0883,0.392,210.338,3987,"Sober - Stripped","RAYE",64,0.41,0.136,7,-12.725,0.0589,0.935,0,0.0883,0.392,210.338,"Pop"
"57","0A81XeJ8QCrj4sud6z4dDY","Hip-Hop",55,"0.534",0.607,9,-7.817,0.421,0.484,0.0407,0.116,0.384,171.027,5634,"Trueb","Gorila",55,0.534,0.607,9,-7.817,0.421,0.484,0.0407,0.116,0.384,171.027,"Hip-Hop"
"58","0aDmudjjboRLuCaf93k2JJ","Rock",46,"0.404",0.917,0,-3.086,0.0972,0.0045,4.9e-05,0.437,0.356,85.173,7703,"Weatherman","Dead Sara",45,0.404,0.917,0,-3.086,0.0972,0.0045,4.9e-05,0.437,0.356,85.173,"Rock"
"59","0afhq8XCExXpqazXczTSve","Pop",91,"danceability",0.876,9,-3.374,0.1,0.0735,0,0.327,0.781,99.943,3402,"Galway Girl","Ed Sheeran",90,0.624,0.876,9,-3.374,0.1,0.0735,0,0.327,0.781,99.943,"Pop"
"60","0AfIsqZ4gTUg9CwwW2jLeK","Rock",66,"0.272",0.281,1,-7.634,0.0287,0.388,2.3e-05,0.158,0.141,89.914,7379,"Bother","Stone Sour",66,0.272,0.281,1,-7.634,0.0287,0.388,2.3e-05,0.158,0.141,89.914,"Rock"
"61","0aI0qlCR2OKu0Tr1tkO3pS","Electronic/Dance",37,"0.877",0.665,11,-6.045,0.134,0.173,0,0.184,0.695,123.992,4897,"You Dont Know Me","Jax Jones",32,0.877,0.665,11,-6.045,0.134,0.173,0,0.184,0.695,123.992,"Electronic/Dance"
"62","0AICBlLzFCTpUqmAbtzB2z","Hip-Hop",80,"0.66",0.603,9,-7.366,0.0661,0.000481,0,0.128,0.23,119.412,5377,"Love Scars","Trippie Redd",80,0.66,0.603,9,-7.366,0.0661,0.000481,0,0.128,0.23,119.412,"Hip-Hop"
"63","0aIcKuGEu9NrI4r07KyJRc","Pop",69,"danceability",0.239,2,-8.686,0.0272,0.898,0,0.131,0.288,106.258,3834,"Castle on the Hill - Acoustic","Maygen Lacey",69,0.689,0.239,2,-8.686,0.0272,0.898,0,0.131,0.288,106.258,"Pop"
"64","0AO7wz6H86ETJVjHuAhDra","Electronic/Dance",51,"0.543",0.839,11,-5.982,0.0909,0.000323,0.892,0.289,0.431,174.94,4028,"Iron Heart","Netsky",53,0.543,0.839,11,-5.982,0.0909,0.000323,0.892,0.289,0.431,174.94,"Electronic/Dance"
"65","0AOvNRgl0SMfOibWA5bP8o","Hip-Hop",69,"0.739",0.526,4,-7.384,0.101,0.0726,0,0.215,0.374,143.948,5536,"Money Trees","Kendrick Lamar",69,0.739,0.526,4,-7.384,0.101,0.0726,0,0.215,0.374,143.948,"Hip-Hop"
"66","0aQjNj3qRfX62Bl9NUmTak","Hip-Hop",49,"0.743",0.604,11,-8.336,0.327,0.00707,9.7e-05,0.4,0.446,89.902,6102,"Real Eyes","Quasimoto",48,0.743,0.604,11,-8.336,0.327,0.00707,9.7e-05,0.4,0.446,89.902,"Hip-Hop"
"67","0AujVCSq4klrS5UknCzLsy","Hip-Hop",62,"0.794",0.801,0,-6.433,0.271,0.35,0,0.0799,0.73,147.072,5378,"Luke Cage","AJ Tracey",63,0.794,0.801,0,-6.433,0.271,0.35,0,0.0799,0.73,147.072,"Hip-Hop"
"68","0auOMsS7HUF0e06N3eHmcS","Rock",2,"0.258",0.615,7,-5.064,0.0329,0.00433,2e-06,0.104,0.418,165.993,7640,"Better in the Fall","The Steel Woods",2,0.258,0.615,7,-5.064,0.0329,0.00433,2e-06,0.104,0.418,165.993,"Rock"
"69","0aVQHaVi4hnNwS7ka194QT","Rock",54,"0.833",0.498,8,-9.315,0.0825,0.105,0.000807,0.128,0.388,120.011,7942,"Word Of Mouth","Allan Rayman",58,0.833,0.498,8,-9.315,0.0825,0.105,0.000807,0.128,0.388,120.011,"Rock"
"70","0AvV49z4EPz5ocYN7eKGAK","Hip-Hop",75,"0.868",0.646,1,-4.674,0.288,0.303,0,0.284,0.654,88.641,5970,"No Diggity","Blackstreet",76,0.868,0.646,1,-4.674,0.288,0.303,0,0.284,0.654,88.641,"Hip-Hop"
"71","0aXUN54RhPEF6Kfk8NTcvZ","Hip-Hop",45,"0.533",0.228,11,-11.713,0.0321,0.676,0.718,0.202,0.394,80.264,6075,"Nuts","Smoke Trees",46,0.533,0.228,11,-11.713,0.0321,0.676,0.718,0.202,0.394,80.264,"Hip-Hop"
"72","0Aze1X5OiwXYP22SzEa3kK","Electronic/Dance",24,"danceability",0.961,7,-5.825,0.0682,8.2e-05,0.906,0.362,0.636,126.003,4899,"The Man From Earth","Belocca",36,0.796,0.961,7,-5.825,0.0682,8.2e-05,0.906,0.362,0.636,126.003,"Electronic/Dance"
"73","0Bd3oaSitY4a57zlwV9sG6","Hip-Hop",12,"0.755",0.738,11,-6.792,0.152,0.162,2e-05,0.173,0.734,154.788,5407,"Notorious Thugs","The Notorious B.I.G.",11,0.755,0.738,11,-6.792,0.152,0.162,2e-05,0.173,0.734,154.788,"Hip-Hop"
"74","0BfQLCJzAXxvKsMDcinyDv","Electronic/Dance",1,"0.703",0.744,1,-7.627,0.0305,0.0805,0.00121,0.107,0.0929,114.997,4742,"Stay","The Black Madonna",1,0.703,0.744,1,-7.627,0.0305,0.0805,0.00121,0.107,0.0929,114.997,"Electronic/Dance"
"75","0bkEVRYVWuKBCWOX6kY2kT","Pop",25,"danceability",0.431,7,-8.41,0.0305,0.449,3.9e-05,0.1,0.124,93.952,3474,"Creep - Studio Version","The Sing-Off",25,0.546,0.431,7,-8.41,0.0305,0.449,3.9e-05,0.1,0.124,93.952,"Pop"
"76","0btP3qCxkLYfNPtYrd8e2r","Pop",25,"danceability",0.38,5,-10.882,0.43,0.438,6.6e-05,0.0936,0.613,65.125,3411,"Wole (Enter)","NewAgeMuzik",25,0.474,0.38,5,-10.882,0.43,0.438,6.6e-05,0.0936,0.613,65.125,"Pop"
"77","0BVXmJ0LW75WTqu82nxkuM","Hip-Hop",44,"0.82",0.469,4,-11.274,0.307,0.0291,0,0.0549,0.489,92.288,5437,"Moment In Time","The Pharcyde",44,0.82,0.469,4,-11.274,0.307,0.0291,0,0.0549,0.489,92.288,"Hip-Hop"
"78","0BWravaqj9rKdOU8RWXhuf","Pop",50,"danceability",0.755,9,-11.538,0.0419,0.108,0.169,0.0661,0.975,128.695,3935,"She Blinded Me With Science","Thomas Dolby",51,0.799,0.755,9,-11.538,0.0419,0.108,0.169,0.0661,0.975,128.695,"Pop"
"79","0c6xIDDpzE81m2q797ordA","Electronic/Dance",61,"danceability",0.721,7,-4.188,0.0464,0.0861,0.00859,0.082,0.196,122.958,4980,"Hideaway","Kiesza",61,0.845,0.721,7,-4.188,0.0464,0.0861,0.00859,0.082,0.196,122.958,"Electronic/Dance"
"80","0C7sbRykiD9VGrz1rXmv0T","Electronic/Dance",65,"0.585",0.554,11,-11.666,0.0406,0.292,0.939,0.0847,0.12,104.021,4030,"Truth","Shallou",64,0.585,0.554,11,-11.666,0.0406,0.292,0.939,0.0847,0.12,104.021,"Electronic/Dance"
"81","0cbodmgjBx4IVPOIyl3F4b","Hip-Hop",45,"0.867",0.679,10,-12.028,0.207,0.0336,2e-06,0.0742,0.668,101.293,6109,"The Choice Is Yours (Revisited)","Black Sheep",47,0.867,0.679,10,-12.028,0.207,0.0336,2e-06,0.0742,0.668,101.293,"Hip-Hop"
"82","0CcQNd8CINkwQfe1RDtGV6","Pop",90,"danceability",0.787,10,-4.305,0.108,0.0524,0,0.14,0.7,124.982,3805,"Believer","Imagine Dragons",90,0.779,0.787,10,-4.305,0.108,0.0524,0,0.14,0.7,124.982,"Pop"
"83","0cE8zcBKVvI67oHPye7hMc","Pop",0,"danceability",0.323,7,-8.565,0.0424,0.751,0,0.107,0.336,129.749,3604,"rockstar - Acoustic","LHITNEY",60,0.86,0.323,7,-8.565,0.0424,0.751,0,0.107,0.336,129.749,"Pop"
"84","0cEbxy6npAeagbCUzwLZdT","Electronic/Dance",29,"0.811",0.53,0,-12.877,0.0528,0.00418,0.685,0.132,0.87,120.002,4486,"Honey","Miss Mara",30,0.811,0.53,0,-12.877,0.0528,0.00418,0.685,0.132,0.87,120.002,"Electronic/Dance"
"85","0Cevaujuf5Os3lb5KrV0IH","Electronic/Dance",18,"0.659",0.844,6,-4.104,0.262,0.123,0,0.0799,0.873,103.992,4169,"My Body","Hot Shade",65,0.659,0.844,6,-4.104,0.262,0.123,0,0.0799,0.873,103.992,"Electronic/Dance"
"86","0Cl2gCk2ILziZmllKGDcDl","Electronic/Dance",8,"0.666",0.768,8,-4.858,0.0447,0.00257,0.00706,0.298,0.523,126.036,4750,"Creepin","CID",54,0.666,0.768,8,-4.858,0.0447,0.00257,0.00706,0.298,0.523,126.036,"Electronic/Dance"
"87","0CmXTpG4UZpRlCyI7KoPW1","Electronic/Dance",14,"0.773",0.53,10,-6.651,0.0513,0.0736,0.456,0.0642,0.462,125.005,4846,"Aber","Tobtok",13,0.773,0.53,10,-6.651,0.0513,0.0736,0.456,0.0642,0.462,125.005,"Electronic/Dance"
"88","0CokSRCu5hZgPxcZBaEzVE","Pop",84,"danceability",0.794,0,-5.126,0.0522,0.0323,2.6e-05,0.112,0.356,139.994,3202,"Glorious (feat. Skylar Grey)","Macklemore",93,0.731,0.794,0,-5.126,0.0522,0.0323,2.6e-05,0.112,0.356,139.994,"Pop"
"89","0COqiPhxzoWICwFCS4eZcp","Rock",73,"0.316",0.945,4,-3.169,0.124,0.00895,2e-06,0.396,0.303,189.931,7244,"Bring Me To Life","Evanescence",73,0.316,0.945,4,-3.169,0.124,0.00895,2e-06,0.396,0.303,189.931,"Rock"
"90","0cOyhnhy13lc5G5nr4EF0q","Rock",60,"0.629",0.946,8,-4.349,0.106,0.00118,2e-06,0.282,0.505,142,7972,"Tainted Love","Marilyn Manson",61,0.629,0.946,8,-4.349,0.106,0.00118,2e-06,0.282,0.505,142,"Rock"
"91","0CpibaJlmN4ZU5MhovLQf7","Rock",44,"0.324",0.86,8,-8.918,0.0438,0.00277,0.953,0.24,0.526,180.019,7656,"The Last March","God Is An Astronaut",44,0.324,0.86,8,-8.918,0.0438,0.00277,0.953,0.24,0.526,180.019,"Rock"
"92","0cuM5VdHUgIViD8fHIZZVo","Electronic/Dance",53,"danceability",0.778,6,-8.941,0.0945,0.0066,0.864,0.0697,0.345,122.007,4591,"Tribalist","iLL BLU",54,0.748,0.778,6,-8.941,0.0945,0.0066,0.864,0.0697,0.345,122.007,"Electronic/Dance"
"93","0CwYG1UnRmOx8Q1EzElCIL","Rock",69,"0.46",0.796,0,-4.501,0.0333,0.00107,0,0.106,0.18,100.011,8010,"Second Chance","Shinedown",69,0.46,0.796,0,-4.501,0.0333,0.00107,0,0.106,0.18,100.011,"Rock"
"94","0d2YnyIPgmPQqNSzDg8s8Q","Rock",66,"0.509",0.774,6,-4.054,0.0338,0.00189,0.000549,0.143,0.078,116.529,7107,"Its Been Awhile - Explicit LP Version","Staind",66,0.509,0.774,6,-4.054,0.0338,0.00189,0.000549,0.143,0.078,116.529,"Rock"
"95","0d3BJRrklQ6sTfbmrojuZI","Rock",69,"0.633",0.884,1,-5.667,0.0392,0.00036,2e-06,0.189,0.287,110.081,7820,"Dont Take The Money","Bleachers",68,0.633,0.884,1,-5.667,0.0392,0.00036,2e-06,0.189,0.287,110.081,"Rock"
